compound;compound_detail
1435;"44129627.0"
1436;"33042.0"
1437;"5326927.0"
1438;"5478865.0"
1439;"46937065.0"
1440;"5289419.0"
1441;"8153.0"
1442;"16739648.0"
1443;"79718.0"
1444;"12041.0"
1445;"6128.0"
1446;"110634.0"
1447;"71080.0"
1448;"4008.0"
1449;"3002977.0"
1450;"84815.0"
1451;"448167.0"
1452;"445354.0"
1453;"175496.0"
1454;"239.0"
1455;"5289037.0"
1456;"71384.0"
1457;"6102526.0"
1458;"3114.0"
1459;"5790.0"
1460;"5212.0"
1461;"25074470.0"
1462;"65906.0"
1463;"7697.0"
1464;"4369424.0"
1465;"3082654.0"
1466;"9549217.0"
1467;"5003498.0"
1468;"154101.0"
1469;"11973736.0"
1470;"9543420.0"
1471;"10220503.0"
1472;"447297.0"
1473;"54678486.0"
1474;"2381.0"
1475;"31721.0"
1476;"448505.0"
1477;"42647299.0"
1478;"42608447.0"
1479;"2059510.0"
1480;"2794.0"
1481;"11213558.0"
1482;"25210531.0"
1483;"9821178.0"
1484;"54671203.0"
1485;"445950.0"
1486;"46937054.0"
1487;"456362.0"
1488;"6102763.0"
1489;"8969.0"
1490;"444020.0"
1491;"191445.0"
1492;"446504.0"
1493;"44129601.0"
1494;"445480.0"
1495;"9956726.0"
1496;"3689.0"
1497;"42628063.0"
1498;"636403.0"
1499;"11597698.0"
1500;"4747.0"
1501;"3699841.0"
1502;"24771867.0"
1503;"64143.0"
1504;"6420119.0"
1505;"10308106.0"
1506;"82315.0"
1507;"4890.0"
1508;"8223.0"
1509;"15227560.0"
1510;"39765.0"
1511;"56330.0"
1512;"121904.0"
1513;"448953.0"
1514;"10458325.0"
1515;"46937131.0"
1516;"34521.0"
1517;"5360373.0"
1518;"5583.0"
1519;"3168.0"
1520;"79639.0"
1521;"22644374.0"
1522;"51045.0"
1523;"3033637.0"
1524;"3260017.0"
1525;"21233.0"
1526;"449096.0"
1527;"5568.0"
1528;"25295.0"
1529;"447098.0"
1530;"11149707.0"
1531;"448006.0"
1532;"26248.0"
1533;"6337614.0"
1534;"54680692.0"
1535;"71226662.0"
1536;"444718.0"
1537;"44229079.0"
1538;"2482.0"
1539;"2281.0"
1540;"152306.0"
1541;"16089915.0"
1542;"5289232.0"
1543;"4679.0"
1544;"5717.0"
1545;"123831.0"
1546;"3869.0"
1547;"16750106.0"
1548;"6852209.0"
1549;"11840929.0"
1550;"1549000.0"
1551;"5362391.0"
1552;"46936357.0"
1553;"446336.0"
1554;"439260.0"
1555;"5452.0"
1556;"3284.0"
1557;"16132416.0"
1558;"2787.0"
1559;"36523.0"
1560;"10364826.0"
1561;"30819.0"
1562;"446273.0"
1563;"2247.0"
1564;"449126.0"
1565;"443874.0"
1566;"10230.0"
1567;"9834298.0"
1568;"14309.0"
1569;"11840933.0"
1570;"15295578.0"
1571;"24836813.0"
1572;"9818306.0"
1573;"9824580.0"
1574;"10113978.0"
1575;"4614.0"
1576;"1184681.0"
1577;"10770.0"
1578;"6518.0"
1579;"5287544.0"
1580;"67462786.0"
1581;"8778.0"
1582;"985.0"
1583;"9926791.0"
1584;"46937093.0"
1585;"4762.0"
1586;"24012.0"
1587;"5289517.0"
1588;"785.0"
1589;"447096.0"
1590;"235905.0"
1591;"4909.0"
1592;"5353370.0"
1593;"130804.0"
1594;"122623.0"
1595;"44129629.0"
1596;"23644575.0"
1597;"54713659.0"
1598;"213053.0"
1599;"5289314.0"
4098;"446244.0"
1600;"5289507.0"
1601;"49852292.0"
1602;"5282761.0"
1603;"5362124.0"
1604;"16158208.0"
1605;"3038.0"
1606;"3035016.0"
1607;"5482.0"
1608;"638024.0"
1609;"23647659.0"
1610;"6992140.0"
1611;"5326960.0"
1612;"54723327.0"
1613;"121945.0"
1614;"72081.0"
1615;"10401956.0"
1616;"53465279.0"
1617;"10180.0"
1618;"5353303.0"
1619;"123982.0"
1620;"445707.0"
1621;"5287415.0"
1622;"128600.0"
1623;"44814423.0"
1624;"443958.0"
1625;"91270.0"
1626;"54682045.0"
1627;"644065.0"
1628;"23640750.0"
1629;"11660035.0"
1630;"6806.0"
1631;"4942.0"
1632;"6292.0"
1633;"5288320.0"
1634;"657043.0"
1635;"3038505.0"
1636;"6473.0"
1637;"5287799.0"
1638;"446308.0"
1639;"24771758.0"
1640;"21439.0"
1641;"9568614.0"
1642;"5289205.0"
1643;"6323374.0"
1644;"49806720.0"
1645;"25155578.0"
1646;"6098.0"
1647;"305.0"
1648;"456214.0"
1649;"16058752.0"
1650;"4212.0"
1651;"4810.0"
1652;"71329.0"
1653;"24873435.0"
1654;"4369171.0"
1655;"44129647.0"
1656;"4418.0"
1657;"25243853.0"
1658;"3025.0"
1659;"3671.0"
1660;"6234.0"
1661;"6435415.0"
1662;"8758.0"
1663;"25147494.0"
1664;"6267.0"
1665;"5287492.0"
1666;"445650.0"
1667;"181426.0"
1668;"1396.0"
1669;"17429.0"
1670;"11963557.0"
1671;"448008.0"
1672;"6914660.0"
1673;"450268.0"
1674;"9865515.0"
1675;"107984.0"
1676;"23978.0"
1677;"445920.0"
1678;"53001.0"
1679;"5326671.0"
1680;"447145.0"
1681;"72474.0"
1682;"3675.0"
1683;"37632.0"
1684;"243.0"
1685;"70119.0"
1686;"20299.0"
1687;"4369551.0"
1688;"6102684.0"
1689;"24987688.0"
1690;"11966124.0"
1691;"447522.0"
1692;"8333.0"
1693;"441243.0"
1694;"8977.0"
1695;"5381226.0"
1696;"2187.0"
1697;"11987861.0"
1698;"5311217.0"
1699;"448605.0"
1700;"34359.0"
1701;"24812758.0"
1702;"4122.0"
1703;"447815.0"
1704;"4497.0"
1705;"5281701.0"
1706;"5288795.0"
1707;"28864.0"
1708;"131704260.0"
1709;"5282237.0"
1710;"444705.0"
1711;"4564.0"
1712;"445646.0"
1713;"445463.0"
1714;"1349907.0"
1715;"9867361.0"
1716;"3016.0"
1717;"9923.0"
1718;"784.0"
1719;"854026.0"
1720;"70693500.0"
1721;"2809.0"
1722;"1543.0"
1723;"11949646.0"
1724;"24812721.0"
1725;"5359476.0"
1726;"4748.0"
1727;"208910.0"
1728;"40589.0"
1729;"5327154.0"
1730;"1387.0"
1731;"148195.0"
1732;"447199.0"
1733;"439501.0"
1734;"499953.0"
1735;"119607.0"
1736;"57379345.0"
1737;"736407.0"
1738;"177236.0"
1739;"11668.0"
1740;"46937152.0"
1741;"25134251.0"
1742;"448171.0"
1743;"71587201.0"
1744;"9952008.0"
1745;"9805430.0"
1746;"2353.0"
1747;"679.0"
1748;"448384.0"
1749;"446134.0"
1750;"2763788.0"
1751;"445936.0"
1752;"5288067.0"
1753;"2678.0"
1754;"394347.0"
1755;"5288988.0"
1756;"4636204.0"
1757;"11659487.0"
1758;"53359.0"
1759;"92851.0"
1760;"157839.0"
1761;"689043.0"
1762;"10250490.0"
1763;"4369429.0"
1764;"5289295.0"
1765;"4565.0"
1766;"2165.0"
1767;"4494.0"
1768;"44563262.0"
1769;"2365.0"
1770;"5288826.0"
1771;"22489160.0"
1772;"444406.0"
1773;"11634458.0"
1774;"4470566.0"
1775;"9690109.0"
1776;"68740.0"
1777;"25077405.0"
1778;"33776.0"
1779;"3690.0"
1780;"169870.0"
1781;"6843.0"
1782;"11987556.0"
1783;"65309.0"
1784;"5789.0"
1785;"5289228.0"
1786;"446286.0"
1787;"3476.0"
1788;"107970.0"
1789;"25113128.0"
1790;"3019.0"
1791;"46937097.0"
1792;"702.0"
1793;"132971.0"
1794;"174174.0"
1795;"667639.0"
1796;"6323235.0"
1797;"10156987.0"
1798;"66558664.0"
1799;"73049652.0"
1800;"8150.0"
1801;"447905.0"
1802;"3035442.0"
1803;"444746.0"
1804;"447872.0"
1805;"6957673.0"
1806;"5288266.0"
1807;"24864079.0"
1808;"60823.0"
1809;"449146.0"
1810;"37542.0"
1811;"3292.0"
1812;"5894.0"
1813;"5289389.0"
1814;"3290.0"
1815;"162569.0"
1816;"60855.0"
1817;"446414.0"
1818;"4347.0"
1819;"16040323.0"
1820;"5326976.0"
1821;"17755582.0"
1822;"24856363.0"
1823;"5289529.0"
1824;"448577.0"
1825;"193653.0"
1826;"148192.0"
1827;"6175.0"
1828;"159866.0"
1829;"448979.0"
1830;"880.0"
1831;"4174.0"
1832;"3657.0"
1833;"448024.0"
1834;"448009.0"
1835;"46937043.0"
1836;"9543487.0"
1837;"6918493.0"
1838;"445940.0"
1839;"68271.0"
1840;"49867144.0"
1841;"101989.0"
1842;"6323490.0"
1843;"92745.0"
1844;"5284512.0"
1845;"24798721.0"
1846;"46937120.0"
1847;"11175137.0"
1848;"4939.0"
1849;"3991.0"
1850;"323.0"
1851;"46937073.0"
1852;"5284373.0"
1853;"44602427.0"
1854;"119171.0"
1855;"5288453.0"
1856;"16058650.0"
1857;"23668193.0"
1858;"5530.0"
1859;"46937068.0"
1860;"447766.0"
1861;"444570.0"
1862;"449171.0"
1863;"3034048.0"
1864;"19826721.0"
1865;"23661697.0"
1866;"11987878.0"
1867;"588963.0"
1868;"4740.0"
1869;"12544.0"
1870;"68861.0"
1871;"16750059.0"
1872;"17754130.0"
1873;"439196.0"
1874;"5950.0"
1875;"4158.0"
1876;"5288173.0"
1877;"6914614.0"
1878;"5288724.0"
1879;"449500.0"
1880;"11160307.0"
1881;"4567.0"
1882;"46937113.0"
1883;"171833.0"
1884;"3337.0"
1885;"447249.0"
1886;"286.0"
1887;"46937045.0"
1888;"5284607.0"
1889;"23658582.0"
1890;"68614.0"
1891;"5281881.0"
1892;"3393.0"
1893;"68844.0"
1894;"10077130.0"
1895;"5819.0"
1896;"11840927.0"
1897;"1698.0"
1898;"1986.0"
1899;"9991833.0"
1900;"10909908.0"
1901;"77999.0"
1902;"65430.0"
1903;"516892.0"
1904;"5282489.0"
1905;"1676.0"
1906;"10096344.0"
1907;"5288395.0"
1908;"4870.0"
1909;"6852168.0"
1910;"5289110.0"
1911;"2733526.0"
1912;"10531.0"
1913;"446604.0"
1914;"6852206.0"
1915;"11291932.0"
1916;"6918638.0"
1917;"6918837.0"
1918;"9427.0"
1919;"44629555.0"
1920;"3035406.0"
1921;"444853.0"
1922;"2265.0"
1923;"110635.0"
1924;"6030.0"
1925;"6323220.0"
1926;"65359.0"
1927;"5289227.0"
1928;"42113.0"
1929;"9838022.0"
1930;"9547945.0"
1931;"54677946.0"
1932;"66265.0"
1933;"16133751.0"
1934;"5281081.0"
1935;"3676.0"
1936;"5488548.0"
1937;"5105.0"
1938;"445756.0"
1939;"216416.0"
1940;"11304412.0"
1941;"46705423.0"
1942;"448662.0"
1943;"6852167.0"
1944;"4578.0"
1945;"9809715.0"
1946;"5487427.0"
1947;"5327153.0"
1948;"3371.0"
1949;"440190.0"
1950;"17150.0"
1951;"448372.0"
1952;"25141092.0"
1953;"7389.0"
1954;"1700.0"
1955;"6603746.0"
1956;"23629654.0"
1957;"449245.0"
1958;"9547935.0"
1959;"5152.0"
1960;"51049968.0"
1961;"10993014.0"
1962;"9600423.0"
1963;"24832041.0"
1964;"24764430.0"
1965;"16134395.0"
1966;"455742.0"
1967;"11683.0"
1968;"5394.0"
1969;"4595.0"
1970;"5289424.0"
1971;"5289258.0"
1972;"78057.0"
1973;"5288708.0"
1974;"6918026.0"
1975;"6102762.0"
1976;"444569.0"
1977;"3325.0"
1978;"5235.0"
1979;"15942662.0"
1980;"6102822.0"
1981;"4327.0"
1982;"151194.0"
1983;"24883488.0"
1984;"5753.0"
1985;"6131.0"
1986;"9844011.0"
1987;"4747355.0"
1988;"24965990.0"
1989;"6918835.0"
1990;"11545694.0"
1991;"4893.0"
1992;"72301.0"
1993;"4688.0"
1994;"444450.0"
1995;"439551.0"
1996;"5494385.0"
1997;"65304.0"
1998;"199.0"
1999;"637090.0"
2000;"46937103.0"
2001;"3219.0"
2002;"440936.0"
2003;"11167118.0"
2004;"61503.0"
2005;"4440.0"
2006;"444.0"
2007;"5288651.0"
2008;"446978.0"
2009;"5757.0"
2010;"23576.0"
2011;"447518.0"
2012;"125132.0"
2013;"11291.0"
2014;"4469994.0"
2015;"3542.0"
2016;"17753851.0"
2017;"4369560.0"
2018;"11238823.0"
2019;"2022.0"
2020;"25243828.0"
2021;"5311017.0"
2022;"6093202.0"
2023;"5287408.0"
2024;"997.0"
2025;"2244.0"
2026;"2782689.0"
2027;"131704314.0"
2028;"448943.0"
2029;"4286.0"
2030;"3324.0"
2031;"447960.0"
2032;"449392.0"
2033;"5288588.0"
2034;"6420159.0"
2035;"177837.0"
2036;"7405.0"
2037;"6096886.0"
2038;"9824562.0"
2039;"145729.0"
2040;"5288878.0"
2041;"5289531.0"
2042;"3823.0"
2043;"22690393.0"
2044;"46937081.0"
2045;"448889.0"
2046;"10299876.0"
2047;"45480634.0"
2048;"11304743.0"
2049;"5362129.0"
2050;"4170.0"
2051;"449005.0"
2052;"11861988.0"
2053;"4097.0"
2054;"17754108.0"
2055;"161647.0"
2056;"10062737.0"
2057;"5288018.0"
2058;"24963046.0"
2059;"448513.0"
2060;"24836815.0"
2061;"5755.0"
2062;"13136.0"
2063;"5143.0"
2064;"3295.0"
2065;"5327103.0"
2066;"444883.0"
2067;"3180.0"
2068;"56599306.0"
2069;"444765.0"
2070;"6287.0"
2071;"11522441.0"
2072;"9547919.0"
2073;"5287515.0"
2074;"3922.0"
2075;"1993.0"
2076;"202225.0"
2077;"5280793.0"
2078;"9963148.0"
2079;"3696.0"
2080;"16122612.0"
2081;"447962.0"
2082;"891831.0"
2083;"9863447.0"
2084;"3601.0"
2085;"42008.0"
2086;"4635864.0"
2087;"24875301.0"
2088;"5311051.0"
2089;"2968.0"
2090;"11978813.0"
2091;"3198.0"
2092;"448108.0"
2093;"4642.0"
2094;"46937105.0"
2095;"3086674.0"
2096;"440141.0"
2097;"3637.0"
2098;"56840904.0"
2099;"447364.0"
2100;"11373270.0"
2101;"1707.0"
2102;"9926933.0"
2103;"41781.0"
2104;"11625818.0"
2105;"4369477.0"
2106;"5289086.0"
2107;"5951.0"
2108;"13505.0"
2109;"447234.0"
2110;"3899541.0"
2111;"6027.0"
2112;"42627562.0"
2113;"92180.0"
2114;"46937155.0"
2115;"3948.0"
2116;"20284644.0"
2117;"159296.0"
2118;"610479.0"
2119;"6105620.0"
2120;"56927879.0"
2121;"6327654.0"
2122;"131704323.0"
2123;"11749858.0"
2124;"6914564.0"
2125;"448632.0"
2126;"227.0"
2127;"11256664.0"
2128;"4195.0"
2129;"4184.0"
2130;"131664.0"
2131;"222528.0"
2132;"24794406.0"
2133;"449362.0"
2134;"448254.0"
2135;"5997.0"
2136;"24836810.0"
2137;"23653531.0"
2138;"5329.0"
2139;"5288394.0"
2140;"3032732.0"
2141;"124087.0"
2142;"39912.0"
2143;"5327066.0"
2144;"5281613.0"
2145;"2756.0"
2146;"155774.0"
2147;"31401.0"
2148;"16129681.0"
2149;"5884.0"
2150;"7167925.0"
2151;"5362422.0"
2152;"5326925.0"
2153;"6995013.0"
2154;"1051.0"
2155;"4369084.0"
2156;"11955614.0"
2157;"700.0"
2158;"4543.0"
2159;"46936782.0"
2160;"444455.0"
2161;"3332.0"
2162;"46937086.0"
2163;"151170.0"
2164;"16842.0"
2165;"3052778.0"
2166;"182137.0"
2167;"65833.0"
2168;"444727.0"
2169;"6646.0"
2170;"14123494.0"
2171;"444440.0"
2172;"256737.0"
2173;"7966.0"
2174;"9957008.0"
2175;"4634231.0"
2176;"16960.0"
2177;"443130.0"
2178;"62662.0"
2179;"43708.0"
2180;"90334.0"
2181;"4026.0"
4099;"477468.0"
2182;"104625.0"
2183;"446512.0"
2184;"237.0"
2185;"1723.0"
2186;"447732.0"
2187;"11269429.0"
2188;"2724385.0"
2189;"447966.0"
2190;"5358.0"
2191;"446824.0"
2192;"5572.0"
2193;"119205.0"
2194;"131704172.0"
2195;"17754181.0"
2196;"130021.0"
2197;"5484727.0"
2198;"5281884.0"
2199;"9911830.0"
2200;"219100.0"
2201;"11753673.0"
2202;"119032.0"
2203;"68792.0"
2204;"5289179.0"
2205;"5526.0"
2206;"9888484.0"
2207;"20541332.0"
2208;"5276507.0"
2209;"5282219.0"
2210;"28417.0"
2211;"5599.0"
2212;"167159.0"
2213;"4873.0"
2214;"446345.0"
2215;"123801.0"
2216;"71353.0"
2217;"5288674.0"
2218;"24801863.0"
2219;"6916249.0"
2220;"1829.0"
2221;"6741.0"
2222;"24775005.0"
2223;"449186.0"
2224;"46937053.0"
2225;"6253.0"
2226;"5287902.0"
2227;"5311067.0"
2228;"5287869.0"
2229;"4659569.0"
2230;"6224.0"
2231;"5281897.0"
2232;"126569.0"
2233;"54695768.0"
2234;"445319.0"
2235;"4917.0"
2236;"452548.0"
2237;"160531.0"
2238;"16750094.0"
2239;"46936435.0"
2240;"5839.0"
2241;"146570.0"
2242;"65562.0"
2243;"5288783.0"
2244;"688859.0"
2245;"5282230.0"
2246;"16684434.0"
2247;"6323516.0"
2248;"10972974.0"
2249;"5311181.0"
2250;"445154.0"
2251;"6623.0"
2252;"387447.0"
2253;"156391.0"
2254;"5287540.0"
2255;"5289284.0"
2256;"4060.0"
2257;"4369452.0"
2258;"131704300.0"
2259;"398148.0"
2260;"10134160.0"
2261;"98527.0"
2262;"5280427.0"
2263;"1978.0"
2264;"16211978.0"
2265;"2513.0"
2266;"5291.0"
2267;"449120.0"
2268;"5326566.0"
2269;"9941444.0"
2270;"36735.0"
2271;"54677971.0"
2272;"456199.0"
2273;"10339710.0"
2274;"25210478.0"
2275;"11691442.0"
2276;"3652.0"
2277;"8759.0"
2278;"3893.0"
2279;"6106.0"
2280;"6914629.0"
2281;"44308490.0"
2282;"11494412.0"
2283;"6102781.0"
2284;"58460047.0"
2285;"46936702.0"
2286;"60838.0"
2287;"155448.0"
2288;"6918670.0"
2289;"114683.0"
2290;"447336.0"
2291;"17754078.0"
2292;"5280453.0"
2293;"2267.0"
2294;"11675645.0"
2295;"44631912.0"
2296;"3080.0"
2297;"445718.0"
2298;"3000715.0"
2299;"6793.0"
2300;"23629645.0"
2301;"447271.0"
2302;"312145.0"
2303;"10909430.0"
2304;"445344.0"
2305;"650361.0"
2306;"222757.0"
2307;"6610318.0"
2308;"9543528.0"
2309;"6.0"
2310;"60657.0"
2311;"123865.0"
2312;"1176.0"
2313;"4478249.0"
2314;"4850.0"
2315;"5724.0"
2316;"6102686.0"
2317;"55283.0"
2318;"9939865.0"
2319;"131704239.0"
2320;"185914.0"
2321;"763.0"
2322;"131624.0"
2323;"54454.0"
2324;"1507.0"
2325;"1001.0"
2326;"5459816.0"
2327;"16040289.0"
2328;"446998.0"
2329;"4932.0"
2330;"5160.0"
2331;"14611919.0"
2332;"24941249.0"
2333;"11460087.0"
2334;"9931954.0"
2335;"54675783.0"
2336;"4300.0"
2337;"2266.0"
2338;"5327104.0"
2339;"188347.0"
2340;"4456.0"
2341;"5326934.0"
2342;"68617.0"
2343;"445076.0"
2344;"72271.0"
2345;"92153.0"
2346;"131704225.0"
2347;"4369435.0"
2348;"128882.0"
2349;"5289039.0"
2350;"2663.0"
2351;"4369380.0"
2352;"76968835.0"
2353;"9821217.0"
2354;"3022.0"
2355;"6914643.0"
2356;"5327091.0"
2357;"131704234.0"
2358;"60937.0"
2359;"5362259.0"
2360;"2955.0"
2361;"444498.0"
2362;"6436219.0"
2363;"445643.0"
2364;"24836811.0"
2365;"11705956.0"
2366;"3758.0"
2367;"5284592.0"
2368;"712421.0"
2369;"71398.0"
2370;"9604653.0"
2371;"131704256.0"
2372;"4359.0"
2373;"448249.0"
2374;"446346.0"
2375;"5326826.0"
2376;"11840917.0"
2377;"5959.0"
2378;"6464.0"
2379;"24880018.0"
2380;"4409.0"
2381;"3092847.0"
2382;"232446.0"
2383;"4644.0"
2384;"1282.0"
2385;"9549259.0"
2386;"2907.0"
2387;"236702.0"
2388;"92536013.0"
2389;"6323182.0"
2390;"4616.0"
2391;"4477.0"
2392;"4033.0"
2393;"9865442.0"
2394;"446727.0"
2395;"34040.0"
2396;"24800833.0"
2397;"11987888.0"
2398;"24851688.0"
2399;"4369162.0"
2400;"448269.0"
2401;"18283.0"
2402;"446429.0"
2403;"4632.0"
2404;"164827.0"
2405;"681.0"
2406;"9601217.0"
2407;"656949.0"
2408;"656968.0"
2409;"1983.0"
2410;"65632.0"
2411;"6714002.0"
2412;"8761.0"
2413;"974.0"
2414;"165151.0"
2415;"446399.0"
2416;"657140.0"
2417;"64929.0"
2418;"5311412.0"
2419;"5326966.0"
2420;"131704231.0"
2421;"13769.0"
2422;"92105.0"
2423;"5591.0"
2424;"3792.0"
2425;"22021390.0"
2426;"5029.0"
2427;"3311.0"
2428;"164509.0"
2429;"54841.0"
2430;"1082702.0"
2431;"24889392.0"
2432;"444390.0"
2433;"65258.0"
2434;"6031.0"
2435;"6915835.0"
2436;"5281071.0"
2437;"11516136.0"
2438;"7558.0"
2439;"13711.0"
2440;"4189.0"
2441;"5362436.0"
2442;"8612.0"
2443;"42890.0"
2444;"2014.0"
2445;"6914626.0"
2446;"126941.0"
2447;"44591583.0"
2448;"46937168.0"
2449;"3256857.0"
2450;"6115.0"
2451;"62886.0"
2452;"4369414.0"
2453;"11476460.0"
2454;"9257.0"
2455;"3899.0"
2456;"10017976.0"
2457;"5288605.0"
2458;"115237.0"
2459;"35370.0"
2460;"2767.0"
2461;"4837.0"
2462;"4073054.0"
2463;"9884318.0"
2464;"92282619.0"
2465;"3463.0"
2466;"162636.0"
2467;"131704246.0"
2468;"60206636.0"
2469;"5287541.0"
2470;"5074.0"
2471;"165138.0"
2472;"657007.0"
2473;"446220.0"
2474;"5326870.0"
2475;"2327.0"
2476;"5361.0"
2477;"5281051.0"
2478;"31072.0"
2479;"23659732.0"
2480;"4369498.0"
2481;"178052.0"
2482;"17753979.0"
2483;"656629.0"
2484;"8060.0"
2485;"643975.0"
2486;"100154.0"
2487;"5226.0"
2488;"134664.0"
2489;"46937162.0"
2490;"5289508.0"
2491;"9968957.0"
2492;"5468.0"
2493;"11809364.0"
2494;"449087.0"
2495;"8076.0"
2496;"6858240.0"
2497;"54682463.0"
2498;"3033825.0"
2499;"17676.0"
2500;"77918.0"
2501;"11507920.0"
2502;"4583.0"
2503;"17753965.0"
2504;"2337.0"
2505;"5287785.0"
2506;"5440.0"
2507;"447735.0"
2508;"5413034.0"
2509;"9576916.0"
2510;"65064.0"
2511;"447027.0"
2512;"16682987.0"
2513;"3503.0"
2514;"6323497.0"
2515;"216466.0"
2516;"6323375.0"
2517;"3581192.0"
2518;"46937030.0"
2519;"5287565.0"
2520;"12000240.0"
2521;"446676.0"
2522;"5359421.0"
2523;"5773.0"
2524;"6119063.0"
2525;"17754173.0"
2526;"71357.0"
2527;"223368.0"
2528;"447340.0"
2529;"23653508.0"
2530;"131704298.0"
2531;"444237.0"
2532;"179340.0"
2533;"67683363.0"
2534;"60817.0"
2535;"165390.0"
2536;"23925.0"
2537;"9837243.0"
2538;"102232.0"
2539;"657077.0"
2540;"6005.0"
2541;"5538.0"
2542;"5283731.0"
2543;"11579.0"
2544;"446411.0"
2545;"444766.0"
2546;"16129582.0"
2547;"121942.0"
2548;"9861547.0"
2549;"6804.0"
2550;"444972.0"
2551;"16122553.0"
2552;"64147.0"
2553;"156419.0"
2554;"6852147.0"
2555;"5289214.0"
2556;"44129603.0"
2557;"24958200.0"
2558;"444818.0"
2559;"5311365.0"
2560;"107807.0"
2561;"119570.0"
2562;"9887557.0"
2563;"6323362.0"
2564;"9868037.0"
2565;"16129579.0"
2566;"6852165.0"
2567;"145742.0"
2568;"17753880.0"
2569;"5493381.0"
2570;"446245.0"
2571;"91443.0"
2572;"5311.0"
2573;"24856.0"
2574;"5459373.0"
2575;"9863791.0"
2576;"4046.0"
2577;"9831652.0"
2578;"10214.0"
2579;"447029.0"
2580;"1530.0"
2581;"171548.0"
2582;"119432.0"
2583;"10548.0"
2584;"5287969.0"
2585;"92109.0"
2586;"449346.0"
2587;"16058629.0"
2588;"447771.0"
2589;"448748.0"
2590;"6915836.0"
2591;"4260.0"
2592;"78058.0"
2593;"45268539.0"
2594;"24779678.0"
2595;"6950578.0"
2596;"439444.0"
2597;"5276854.0"
2598;"446127.0"
2599;"66535.0"
2600;"5289215.0"
2601;"378.0"
2602;"153270.0"
2603;"4100.0"
2604;"5284553.0"
2605;"5288557.0"
2606;"14899645.0"
2607;"71481097.0"
2608;"216325.0"
2609;"24768549.0"
2610;"5245.0"
2611;"441923.0"
2612;"11993702.0"
2613;"447523.0"
2614;"25113126.0"
2615;"73333.0"
2616;"5287789.0"
2617;"44176356.0"
2618;"46937119.0"
2619;"2160.0"
2620;"656665.0"
2621;"6918107.0"
2622;"11574606.0"
2623;"2562.0"
2624;"54679224.0"
2625;"2398.0"
2626;"66898.0"
2627;"5289333.0"
2628;"5162682.0"
2629;"6450551.0"
2630;"65110.0"
2631;"2910.0"
2632;"448969.0"
2633;"46937099.0"
2634;"10915062.0"
2635;"1944.0"
2636;"1432578.0"
2637;"80654.0"
2638;"32778.0"
2639;"56944144.0"
2640;"9947999.0"
2641;"11357504.0"
2642;"3710.0"
2643;"1836.0"
2644;"104826.0"
2645;"454194.0"
2646;"5280951.0"
2647;"447524.0"
2648;"23647311.0"
2649;"284.0"
2650;"14052.0"
2651;"9291.0"
2652;"8271.0"
2653;"1188.0"
2654;"5005498.0"
2655;"5289108.0"
2656;"1881.0"
2657;"9677.0"
2658;"9941379.0"
2659;"5744.0"
2660;"656912.0"
2661;"46936260.0"
2662;"5282452.0"
2663;"446195.0"
2664;"446600.0"
2665;"5388962.0"
2666;"5875.0"
2667;"444107.0"
2668;"65999.0"
2669;"2343.0"
2670;"10305301.0"
2671;"25137844.0"
2672;"448763.0"
2673;"49855250.0"
2674;"46937046.0"
2675;"11840970.0"
2676;"5288581.0"
2677;"131704261.0"
2678;"50248.0"
2679;"5388925.0"
2680;"5795340.0"
2681;"443894.0"
2682;"446049.0"
2683;"42615253.0"
2684;"16129580.0"
2685;"44112.0"
2686;"5327130.0"
2687;"21078798.0"
2688;"11987868.0"
2689;"195347.0"
2690;"17753820.0"
2691;"49866901.0"
2692;"444036.0"
2693;"11500493.0"
2694;"446237.0"
2695;"6473883.0"
2696;"447362.0"
2697;"10621.0"
2698;"5326978.0"
2699;"449366.0"
2700;"3532.0"
2701;"6442177.0"
2702;"16682734.0"
2703;"56339.0"
2704;"9060.0"
2705;"460.0"
2706;"5310966.0"
2707;"8378.0"
2708;"216454.0"
2709;"5504.0"
2710;"60464.0"
2711;"448011.0"
2712;"4470378.0"
2713;"47938.0"
2714;"4463.0"
2715;"11289.0"
2716;"123895.0"
2717;"6440764.0"
2718;"5289514.0"
2719;"210332.0"
2720;"5961.0"
2721;"444965.0"
2722;"10286159.0"
2723;"5287465.0"
2724;"2973.0"
2725;"10204.0"
2726;"7532.0"
2727;"11840968.0"
2728;"46199646.0"
2729;"25174099.0"
2730;"4139.0"
2731;"193613.0"
2732;"439530.0"
2733;"11840911.0"
2734;"3559.0"
2735;"3599.0"
2736;"6409.0"
2737;"24456.0"
2738;"446833.0"
2739;"72231.0"
2740;"17754068.0"
2741;"5328.0"
2742;"656966.0"
2743;"46937115.0"
2744;"2216.0"
2745;"8179.0"
2746;"160355.0"
2747;"4236.0"
2748;"261004.0"
2749;"6419789.0"
2750;"11493598.0"
2751;"4991.0"
2752;"2342.0"
2753;"807.0"
2754;"5326739.0"
2755;"449244.0"
2756;"16058617.0"
2757;"5192.0"
2758;"1337.0"
2759;"4369343.0"
2760;"5326924.0"
2761;"70678590.0"
2762;"16678941.0"
2763;"11284169.0"
4100;"9925908.0"
2764;"151171.0"
2765;"5770.0"
2766;"3883.0"
2767;"2368.0"
2768;"6535.0"
2769;"3308.0"
2770;"171284.0"
2771;"33036.0"
2772;"4935.0"
