compound;compound_detail
366;"8063.0"
367;"1046.0"
368;"10072851.0"
369;"5287443.0"
370;"5288075.0"
371;"9578243.0"
372;"6842999.0"
373;"439183.0"
374;"5311052.0"
375;"9978312.0"
376;"15209.0"
377;"65015.0"
378;"24768560.0"
379;"774.0"
380;"447021.0"
381;"446980.0"
382;"3827.0"
383;"6102821.0"
384;"3777900.0"
385;"180621.0"
386;"5355.0"
387;"5459374.0"
388;"5816.0"
389;"5587.0"
390;"446811.0"
391;"54369.0"
392;"6476.0"
393;"667468.0"
394;"93114.0"
395;"131704205.0"
396;"440053.0"
397;"26035.0"
398;"1548943.0"
399;"5288616.0"
400;"11957393.0"
401;"25203945.0"
402;"446816.0"
403;"2765355.0"
404;"31703.0"
405;"25138294.0"
406;"154417.0"
407;"5326979.0"
408;"447451.0"
409;"445228.0"
410;"447392.0"
411;"5280581.0"
412;"23653502.0"
413;"28517.0"
414;"92824.0"
415;"5641.0"
416;"104406.0"
417;"448043.0"
418;"445461.0"
419;"25113125.0"
420;"10150441.0"
421;"11790.0"
422;"447742.0"
423;"456255.0"
424;"3000226.0"
425;"697959.0"
426;"5311507.0"
427;"46937064.0"
428;"94280.0"
429;"3372.0"
430;"10026.0"
431;"33572.0"
432;"4680.0"
433;"174251.0"
434;"219104.0"
435;"23663404.0"
4096;"5284359.0"
436;"60825.0"
437;"5288116.0"
438;"46937118.0"
439;"2148.0"
440;"10280735.0"
441;"60021.0"
442;"23647652.0"
443;"172469.0"
444;"3000540.0"
445;"46937108.0"
446;"46937117.0"
447;"50942.0"
448;"10607.0"
449;"5164.0"
450;"5288679.0"
451;"5995.0"
452;"5289418.0"
453;"11740318.0"
454;"24820112.0"
455;"5502.0"
456;"2993.0"
457;"439155.0"
458;"4760.0"
459;"445456.0"
460;"6662.0"
461;"1935.0"
462;"40326.0"
463;"656910.0"
464;"5353894.0"
465;"2478.0"
466;"5311449.0"
467;"65937.0"
468;"24892822.0"
469;"6857727.0"
470;"447446.0"
471;"439750.0"
472;"802.0"
473;"128419.0"
474;"2712.0"
475;"6912404.0"
476;"10133.0"
477;"757.0"
478;"45480632.0"
479;"46937112.0"
480;"44195571.0"
481;"54697325.0"
482;"1567.0"
483;"622262.0"
484;"11974440.0"
485;"46936196.0"
486;"444612.0"
487;"27661.0"
488;"1628.0"
489;"24466.0"
490;"21307.0"
491;"1757.0"
492;"4485.0"
493;"17753973.0"
494;"5327095.0"
495;"6914568.0"
496;"3278.0"
497;"133090.0"
498;"9811704.0"
499;"5289415.0"
500;"6011.0"
501;"24180719.0"
502;"6914609.0"
503;"621174.0"
504;"6262.0"
505;"56955933.0"
506;"5494439.0"
507;"5280878.0"
508;"440210.0"
509;"2950.0"
510;"34312.0"
511;"3052776.0"
512;"70678896.0"
513;"3152.0"
514;"11965427.0"
515;"24894155.0"
516;"7464.0"
517;"444266.0"
518;"12793.0"
519;"16129574.0"
520;"6102690.0"
521;"60613.0"
522;"444499.0"
523;"1949.0"
524;"244.0"
525;"4469805.0"
526;"449208.0"
527;"55891.0"
528;"159596.0"
529;"448327.0"
530;"7245.0"
531;"5566.0"
532;"3331.0"
533;"6918462.0"
534;"68791.0"
535;"9889200.0"
536;"9880.0"
537;"1190625.0"
538;"5288190.0"
539;"119031.0"
540;"208925.0"
541;"5479.0"
542;"448677.0"
543;"21772.0"
544;"25058133.0"
545;"3478.0"
546;"5215.0"
547;"24963037.0"
548;"46937165.0"
549;"5090.0"
550;"5288653.0"
551;"657237.0"
552;"1808.0"
553;"4369524.0"
554;"2479.0"
555;"60857.0"
556;"46937089.0"
557;"23654841.0"
558;"446313.0"
559;"36604.0"
560;"1504717.0"
561;"4830.0"
562;"72287.0"
563;"5329102.0"
564;"51351657.0"
565;"444763.0"
566;"445952.0"
567;"5326868.0"
568;"4358.0"
569;"9808998.0"
570;"5327110.0"
571;"15602701.0"
572;"4631.0"
573;"130611.0"
574;"314123.0"
575;"1989.0"
576;"5486684.0"
577;"20689.0"
578;"447959.0"
579;"97535.0"
580;"52946593.0"
581;"446167.0"
582;"30951.0"
583;"5284371.0"
584;"49866474.0"
585;"2905.0"
586;"6102685.0"
587;"1082.0"
588;"446382.0"
589;"11171679.0"
590;"23646577.0"
591;"3312.0"
592;"8982.0"
593;"46936613.0"
594;"5289510.0"
595;"24768548.0"
596;"2662.0"
597;"24905142.0"
598;"11167602.0"
599;"146719.0"
600;"263366.0"
601;"118458.0"
602;"53708.0"
603;"6852154.0"
604;"444397.0"
605;"14925.0"
606;"24768547.0"
607;"445375.0"
608;"448286.0"
609;"24768527.0"
610;"7019255.0"
611;"25011728.0"
612;"6021.0"
613;"5287463.0"
614;"5687.0"
615;"5281040.0"
616;"644073.0"
617;"3845.0"
618;"22524140.0"
619;"6420129.0"
620;"11840934.0"
621;"15602983.0"
622;"5288193.0"
623;"5314.0"
624;"16750040.0"
625;"84088.0"
626;"3010818.0"
627;"24963033.0"
628;"79034.0"
629;"61635.0"
630;"688424.0"
631;"5311447.0"
632;"15574941.0"
633;"11544170.0"
634;"5318.0"
635;"160565.0"
636;"449015.0"
637;"168213.0"
638;"3998.0"
639;"2733514.0"
640;"11963552.0"
641;"5054.0"
642;"5505.0"
643;"16113377.0"
644;"448955.0"
645;"637540.0"
646;"26175.0"
647;"89683805.0"
648;"4927.0"
649;"24768528.0"
650;"152946.0"
651;"2972.0"
652;"5311454.0"
653;"445651.0"
654;"446758.0"
655;"5310939.0"
656;"11368987.0"
657;"24832022.0"
658;"5360515.0"
659;"5287429.0"
660;"5326911.0"
661;"11840906.0"
662;"6029.0"
663;"5035.0"
664;"4746.0"
665;"9896504.0"
666;"3744.0"
667;"5910.0"
668;"3647.0"
669;"54736486.0"
670;"92253.0"
671;"449003.0"
672;"447725.0"
673;"4369491.0"
674;"1894.0"
675;"447256.0"
676;"4369502.0"
677;"5284616.0"
678;"229455.0"
679;"4057.0"
680;"82153.0"
681;"4011.0"
682;"169371.0"
683;"131704268.0"
684;"439554.0"
685;"657298.0"
686;"24978486.0"
687;"21109.0"
688;"448769.0"
689;"9797919.0"
690;"15942677.0"
691;"44205240.0"
692;"119138.0"
693;"11138.0"
694;"3639.0"
695;"16231.0"
696;"612.0"
697;"54676038.0"
698;"447229.0"
699;"11987846.0"
700;"16115004.0"
701;"11481186.0"
702;"448281.0"
703;"16197727.0"
704;"5282322.0"
705;"1746.0"
706;"6914613.0"
707;"3973.0"
708;"3151.0"
709;"44602.0"
710;"60852.0"
711;"447734.0"
712;"65249.0"
713;"23586165.0"
714;"979.0"
715;"4510.0"
716;"23653507.0"
717;"159961.0"
718;"441281.0"
719;"65389.0"
720;"60149.0"
721;"149351.0"
722;"119373.0"
723;None
724;"65355.0"
725;"5288385.0"
726;"448580.0"
727;"31304.0"
728;"15991546.0"
729;"3802528.0"
730;"24779676.0"
731;"10257882.0"
732;"26934.0"
733;"2094.0"
734;"2882.0"
735;"445443.0"
736;"449013.0"
737;"46937129.0"
738;"131704299.0"
739;"24178109.0"
740;"10039403.0"
741;"54726191.0"
742;"450601.0"
743;"1433.0"
744;"11842633.0"
745;"5362485.0"
746;"6082.0"
747;"6439330.0"
748;"1727.0"
749;"41693.0"
750;"5743.0"
751;"656959.0"
752;"794323.0"
753;"25113615.0"
754;"5957.0"
755;"73442840.0"
756;"11655511.0"
757;"5342.0"
758;"446981.0"
759;"11235729.0"
760;"121396.0"
761;"34869.0"
762;"29435.0"
763;"9859248.0"
764;"9862248.0"
765;"444302.0"
766;"21867154.0"
767;"5287673.0"
768;"3715.0"
769;"5327159.0"
770;"15604015.0"
771;"3748.0"
772;"54675785.0"
773;"51039.0"
774;"5327057.0"
775;"2608.0"
776;"637517.0"
777;"9700.0"
778;"447049.0"
779;"14253.0"
780;"447278.0"
781;"24779674.0"
782;"5326871.0"
783;"68873.0"
784;"104758.0"
785;"44129630.0"
786;"448524.0"
787;"71661251.0"
788;"17754162.0"
789;"447154.0"
790;"4976.0"
791;"9854073.0"
792;"449014.0"
793;"10917.0"
794;"1715.0"
795;"9915886.0"
796;"4197.0"
797;"9883933.0"
798;"5289613.0"
799;"25154714.0"
800;"5241.0"
801;"44129620.0"
802;"15953860.0"
803;"3678.0"
804;"131704237.0"
805;"151483.0"
806;"657038.0"
807;"2372.0"
808;"33032.0"
809;"25023710.0"
810;"9433.0"
811;"259994.0"
812;"727.0"
813;"2378.0"
814;"24180722.0"
815;"5666.0"
816;"38904.0"
817;"3357.0"
818;"15991547.0"
819;"9822750.0"
820;"6433090.0"
821;"9051.0"
822;"6433106.0"
823;"46870043.0"
824;"6852141.0"
825;"86418.0"
826;"2315.0"
827;"5095.0"
828;"2969.0"
829;"39981.0"
830;"193962.0"
831;"25074887.0"
832;"4369497.0"
833;"5327045.0"
834;"10267.0"
835;"15942713.0"
836;"1060.0"
837;"5287845.0"
838;"5288017.0"
839;"24778473.0"
840;"2334.0"
841;"2099.0"
842;"185915.0"
843;"5287494.0"
844;"25150856.0"
845;"5353853.0"
846;"446400.0"
847;"25113127.0"
848;"16122582.0"
849;"9801.0"
850;"49866787.0"
851;"2520.0"
852;"449169.0"
853;"11553058.0"
854;"9799888.0"
855;"10174090.0"
856;"219024.0"
857;"259331.0"
858;"101543.0"
859;"25134249.0"
860;"79124.0"
861;"16681432.0"
862;"445468.0"
863;"5281070.0"
864;"17754131.0"
865;"5413.0"
866;"5340.0"
867;"5388929.0"
868;"281.0"
869;"24752833.0"
870;"54670067.0"
871;"447508.0"
872;"478379.0"
873;"2583.0"
874;"25271580.0"
875;"1069140.0"
876;"25419.0"
877;"53276.0"
878;"22617237.0"
879;"5289534.0"
880;"5289278.0"
881;"2164.0"
882;"4911.0"
883;"49866368.0"
884;"5496862.0"
885;"5360696.0"
886;"46937062.0"
887;"24864082.0"
888;"446238.0"
889;"11332763.0"
890;"448400.0"
891;"27447.0"
892;"9270.0"
893;"654376.0"
894;"445995.0"
895;"529.0"
896;"5111.0"
897;"46937090.0"
898;"11952989.0"
899;"10130120.0"
900;"11954380.0"
901;"131704254.0"
902;"441278.0"
903;"98487.0"
904;"445226.0"
905;"3958.0"
906;"444008.0"
907;"5329098.0"
908;"2771.0"
909;"23586146.0"
910;"4447.0"
911;"18432427.0"
912;"3000322.0"
913;"9935073.0"
914;"17759780.0"
915;"4107.0"
916;"2708.0"
917;"5494443.0"
918;"1701.0"
919;"87517.0"
920;"242332.0"
921;"446934.0"
922;"8646.0"
923;"9547940.0"
924;"961704.0"
925;"4078.0"
926;"16224058.0"
927;"656909.0"
928;"13308.0"
929;"5326887.0"
930;"5978.0"
931;"1054.0"
932;"68802.0"
933;"3058751.0"
934;"321.0"
935;"5331010.0"
936;"11495704.0"
937;"16129675.0"
938;"5288373.0"
939;"208951.0"
940;"3202.0"
941;"9797857.0"
942;"501640.0"
943;"14584.0"
944;"6326983.0"
945;"19910.0"
946;"5462222.0"
947;"43594.0"
948;"60606.0"
949;"657141.0"
950;"5281855.0"
951;"198752.0"
952;"2083.0"
953;"83242.0"
954;"24066.0"
955;"96876.0"
956;"24871491.0"
957;"5284627.0"
958;"468595.0"
959;"8515.0"
960;"261000.0"
961;"10224714.0"
962;"11967809.0"
963;"11504295.0"
964;"5311304.0"
965;"24779675.0"
966;"5281004.0"
967;"7057884.0"
968;"43008.0"
969;"6852201.0"
970;"4368.0"
971;"644241.0"
972;"451668.0"
973;"5388909.0"
974;"5327014.0"
975;"25113616.0"
976;"446967.0"
977;"56649450.0"
978;"12229396.0"
979;"187.0"
980;"56928011.0"
981;"4357.0"
982;"54687.0"
983;"47320.0"
984;"73303.0"
985;"54477.0"
986;"101616.0"
987;"24178121.0"
988;"6914633.0"
989;"444761.0"
990;"5359268.0"
991;"9642.0"
992;"5496653.0"
993;"1122713.0"
994;"439213.0"
995;"1091.0"
996;"24875302.0"
997;"46937059.0"
998;"2554.0"
999;"5311068.0"
1000;"107758.0"
1001;"21302490.0"
1002;"9915743.0"
1003;"72281.0"
1004;"446756.0"
1005;"27125.0"
1006;"5289024.0"
1007;"101544.0"
1008;"4369433.0"
1009;"439352.0"
1010;"25049750.0"
1011;"3964.0"
1012;"5312830.0"
1013;"445723.0"
1014;"6918509.0"
1015;"4737.0"
1016;"444849.0"
1017;"4858.0"
4097;"446592.0"
1018;"18068.0"
1019;"54727985.0"
1020;"5284570.0"
1021;"5865.0"
1022;"5359272.0"
1023;"5288631.0"
1024;"15991588.0"
1025;"5312804.0"
1026;"11560787.0"
1027;"5326885.0"
1028;"2913.0"
1029;"16136245.0"
1030;"446320.0"
1031;"5287525.0"
1032;"5289411.0"
1033;"10904076.0"
1034;"16750073.0"
1035;"5288371.0"
1036;"3083544.0"
1037;"16105493.0"
1038;"60947.0"
1039;"5289474.0"
1040;"11156438.0"
1041;"400010.0"
1042;"168131.0"
1043;"16726072.0"
1044;"4495.0"
1045;"43157.0"
1046;"151075.0"
1047;"5282379.0"
1048;"6918852.0"
1049;"5280805.0"
1050;"2776424.0"
1051;"16122633.0"
1052;"5288113.0"
1053;"441335.0"
1054;"17758361.0"
1055;"4395717.0"
1056;"2796.0"
1057;"5494440.0"
1058;"3314.0"
1059;"688561.0"
1060;"2581.0"
1061;"2541.0"
1062;"5429.0"
1063;"447715.0"
1064;"60921.0"
1065;"445732.0"
1066;"192826.0"
1067;"108000.0"
1068;"25023881.0"
1069;"46937051.0"
1070;"54892.0"
1071;"131682.0"
1072;"444144.0"
1073;"2446.0"
1074;"9804302.0"
1075;"4887.0"
1076;"25058136.0"
1077;"46937079.0"
1078;"37720.0"
1079;"9403.0"
1080;"445966.0"
1081;"6037.0"
1082;"24239.0"
1083;"233240.0"
1084;"5288251.0"
1085;"2391.0"
1086;"21081761.0"
1087;"11987874.0"
1088;"6726.0"
1089;"156414.0"
1090;"10783.0"
1091;"108223.0"
1092;"9886249.0"
1093;"68870.0"
1094;"5172.0"
1095;"5497171.0"
1096;"24798741.0"
1097;"442343.0"
1098;"2468.0"
1099;"17754111.0"
1100;"667490.0"
1101;"449088.0"
1102;"2405.0"
1103;"448601.0"
1104;"25113123.0"
1105;"17754066.0"
1106;"82148.0"
1107;"6058.0"
1108;"2153.0"
1109;"5734.0"
1110;"446284.0"
1111;"449167.0"
1112;"46937116.0"
1113;"2200.0"
1114;"11963551.0"
1115;"441443.0"
1116;"5289159.0"
1117;"6018.0"
1118;"5850.0"
1119;"11653652.0"
1120;"444503.0"
1121;"11285588.0"
1122;"216235.0"
1123;"656913.0"
1124;"446605.0"
1125;"6918331.0"
1126;"445849.0"
1127;"5287841.0"
1128;"790.0"
1129;"10389239.0"
1130;"6918365.0"
1131;"1123.0"
1132;"11967905.0"
1133;"3102.0"
1134;"9853654.0"
1135;"3543.0"
1136;"5288464.0"
1137;"11957380.0"
1138;"213046.0"
1139;"4612.0"
1140;"691952.0"
1141;"15942651.0"
1142;"158758.0"
1143;"4469371.0"
1144;"6451149.0"
1145;"5478838.0"
1146;"44139752.0"
1147;"8280.0"
1148;"448326.0"
1149;"4162.0"
1150;"3878.0"
1151;"4754.0"
1152;"5906.0"
1153;"32798.0"
1154;"3902.0"
1155;"25011732.0"
1156;"1032.0"
1157;"6438895.0"
1158;"2727.0"
1159;"246983.0"
1160;"9574101.0"
1161;"151166.0"
1162;"24180720.0"
1163;"5288606.0"
1164;"447733.0"
1165;"10518.0"
1166;"16078.0"
1167;"445561.0"
1168;"21733122.0"
1169;"6914273.0"
1170;"10442.0"
1171;"60750.0"
1172;"3162.0"
1173;"46937060.0"
1174;"6445226.0"
1175;"3598.0"
1176;"26721.0"
1177;"447873.0"
1178;"446201.0"
1179;"4883.0"
1180;"16741228.0"
1181;"8275.0"
1182;"13791.0"
1183;"4649.0"
1184;"13611.0"
1185;"71371.0"
1186;"16040281.0"
1187;"3775.0"
1188;"92974.0"
1189;"487101.0"
1190;"31260.0"
1191;"446665.0"
1192;"25058141.0"
1193;"5326713.0"
1194;"11561674.0"
1195;"24894153.0"
1196;"23644529.0"
1197;"2141.0"
1198;"89105.0"
1199;"2576.0"
1200;"5311505.0"
1201;"447277.0"
1202;"2369.0"
1203;"1854.0"
1204;"5327122.0"
1205;"131704310.0"
1206;"16122635.0"
1207;"24759.0"
1208;"4369172.0"
1209;"77022.0"
1210;"11531308.0"
1211;"189821.0"
1212;"89767.0"
1213;"448803.0"
1214;"439691.0"
1215;"158385.0"
1216;"89921642.0"
1217;"5326876.0"
1218;"4634717.0"
1219;"71415.0"
1220;"11572962.0"
1221;"72165228.0"
1222;"42647297.0"
1223;"936.0"
1224;"10320144.0"
1225;"11250647.0"
1226;"2182.0"
1227;"9085.0"
1228;"49.0"
1229;"25183872.0"
1230;"11313622.0"
1231;"60773.0"
1232;"9543521.0"
1233;"2803.0"
1234;"66249.0"
1235;"134018.0"
1236;"6918055.0"
1237;"2750.0"
1238;"124823.0"
1239;"131704263.0"
1240;"5881.0"
1241;"6918537.0"
1242;"2084.0"
1243;"5288238.0"
1244;"24770445.0"
1245;"46937156.0"
1246;"41867.0"
1247;"4797.0"
1248;"6256.0"
1249;"123879.0"
1250;"449575.0"
1251;"5281.0"
1252;"5280363.0"
1253;"54685524.0"
1254;"5004.0"
1255;"5288139.0"
1256;"461279.0"
1257;"5326884.0"
1258;"11840920.0"
1259;"24754814.0"
1260;"123938.0"
1261;"5556.0"
1262;"11987860.0"
1263;"3038525.0"
1264;"5326813.0"
1265;"9846339.0"
1266;"19649.0"
1267;"5288499.0"
1268;"23897.0"
1269;"5726921.0"
1270;"5311066.0"
1271;"176.0"
1272;"134497.0"
1273;"24963048.0"
1274;"4030.0"
1275;"62959.0"
1276;"24836812.0"
1277;"5351166.0"
1278;"54929.0"
1279;"10138993.0"
1280;"9887712.0"
1281;"192711.0"
1282;"6369389.0"
1283;"10397869.0"
1284;"60795.0"
1285;"447341.0"
1286;"11608401.0"
1287;"156422.0"
1288;"6857719.0"
1289;"54726192.0"
1290;"3345.0"
1291;"70678542.0"
1292;"1045.0"
1293;"23645578.0"
1294;"54766.0"
1295;"25021186.0"
1296;"447339.0"
1297;"2451.0"
1298;"208902.0"
1299;"64139.0"
1300;"5119267.0"
1301;"5281078.0"
1302;"449633.0"
1303;"196672.0"
1304;"439176.0"
1305;"446355.0"
1306;"131704187.0"
1307;"5288711.0"
1308;"44129612.0"
1309;"656917.0"
1310;"6918558.0"
1311;"7419.0"
1312;"5880.0"
1313;"2762.0"
1314;"446113.0"
1315;"10180201.0"
1316;"165230.0"
1317;"3826.0"
1318;"11492186.0"
1319;"3305.0"
1320;"5311000.0"
1321;"444461.0"
1322;"11696113.0"
1323;"447219.0"
1324;"1150567.0"
1325;"656652.0"
1326;"46936905.0"
1327;"6450806.0"
1328;"54676537.0"
1329;"447945.0"
1330;"441401.0"
1331;"1535935.0"
1332;"6102820.0"
1333;"11434515.0"
1334;"9933475.0"
1335;"23647657.0"
1336;"444655.0"
1337;"441350.0"
1338;"77993.0"
1339;"92400.0"
1340;"131704277.0"
1341;"656989.0"
1342;"11511120.0"
1343;"9547900.0"
1344;"23653533.0"
1345;"3454.0"
1346;"11658860.0"
1347;"6323481.0"
1348;"1372.0"
1349;"5327073.0"
1350;"46937157.0"
1351;"72172.0"
1352;"449123.0"
1353;"446966.0"
1354;"44185.0"
1355;"11319217.0"
1356;"5735.0"
1357;"55285.0"
1358;"97297.0"
1359;"5210.0"
1360;"219090.0"
1361;"5359405.0"
1362;"5411.0"
1363;"9826451.0"
1364;"54746.0"
1365;"6419766.0"
1366;"454216.0"
1367;"446277.0"
1368;"131675359.0"
1369;"221493.0"
1370;"6323540.0"
1371;"9934347.0"
1372;"5288850.0"
1373;"448002.0"
1374;"9832383.0"
1375;"148202.0"
1376;"440104.0"
1377;"1110.0"
1378;"657004.0"
1379;"24752838.0"
1380;"5920.0"
1381;"23400214.0"
1382;"123630.0"
1383;"23724530.0"
1384;"446947.0"
1385;"13559281.0"
1386;"38853.0"
1387;"62452.0"
1388;"10221335.0"
1389;"656580.0"
1390;"10400412.0"
1391;"9852519.0"
1392;"123648.0"
1393;"131505.0"
1394;"6420152.0"
1395;"16739331.0"
1396;"68238.0"
1397;"445958.0"
1398;"3339.0"
1399;"91546.0"
1400;"445155.0"
1401;"46936829.0"
1402;"15942673.0"
1403;"449035.0"
1404;"49871007.0"
1405;"122077.0"
1406;"15118984.0"
1407;"10918.0"
1408;"656936.0"
1409;"4915.0"
1410;"16130957.0"
1411;"6918296.0"
1412;"7028.0"
1413;"44129608.0"
1414;"3342.0"
1415;"2218.0"
1416;"87031.0"
1417;"6230.0"
1418;"11069133.0"
1419;"9933197.0"
1420;"1755.0"
1421;"2249.0"
1422;"5193.0"
1423;"6914621.0"
1424;"3455.0"
1425;"444865.0"
1426;"9046.0"
1427;"439220.0"
1428;"73271.0"
1429;"449487.0"
1430;"449218.0"
1431;"148189.0"
1432;"68498031.0"
1433;"3386.0"
1434;"6440180.0"
