drugpubchemblsubstance;pubchemblsubstance_detail
2117;46505407
2118;46505448
2119;46504782
2120;46507299
2121;46505024
2122;46504729
2123;46508522
2124;46506938
2125;46505533
2126;46505834
2127;46505663
2128;46505156
2129;46507744
2130;46508801
2131;46505794
2132;46506124
2133;46505345
2134;46508128
2135;46504854
2136;46507240
2137;46507532
2138;46507738
2139;46508643
2140;46508031
2141;46505995
2142;46506664
2143;46507265
2144;46507212
2145;46506060
2146;46509155
2147;46505726
2148;46507603
2149;46505292
2150;46505023
2151;46504802
2152;46508193
2153;46506235
2154;46509150
2155;46504813
2156;46508717
2157;46508320
2158;46506986
2159;46506983
2160;46507051
2161;46504707
2162;46505960
2163;46505580
2164;46509005
2165;46506843
2166;46505095
2167;46507289
2168;46506113
2169;46507343
2170;46506894
2171;46504483
2172;46506550
2173;46508372
2174;46504995
2175;46505721
2176;46508536
2177;46505597
2178;46508322
2179;46506972
2180;46508819
2181;46504759
2182;46508283
2183;46507759
2184;46505523
2185;46506163
2186;46505882
2187;46508020
2188;46506639
2189;46508768
2190;46506841
2191;46505411
2192;46505565
2193;46506852
2194;46508443
2195;46508829
2196;175426855
2197;46506327
2198;46506145
2199;46506713
2200;46505991
2201;46508544
2202;46507926
2203;46504539
2204;46505847
2205;46506851
2206;46508268
2207;46506212
2208;46507686
2209;46506606
2210;46507172
2211;46505660
2212;46509121
2213;46508116
2214;46506644
2215;46508375
2216;46506819
2217;46506093
2218;46504665
2219;46505741
2220;46504978
2221;46505948
2222;46507692
2223;46506870
2224;46504585
2225;46506346
2226;46505057
2227;46506182
2228;46506032
2229;46508146
2230;46506273
2231;46506430
2232;46509093
2233;46504697
2234;46505598
2235;46508238
2236;46509014
2237;46507093
2238;46509050
2239;46506417
2240;46505736
2241;46507710
2242;46508084
2243;46507723
2244;46507713
2245;46507596
2246;46505101
2247;46506435
2248;46507267
2249;46505581
2250;46508479
2251;46507395
2252;46504451
2253;46507931
2254;46507953
2255;46506504
2256;46508043
2257;46504873
2258;46508085
2259;46508180
2260;46508683
2261;46505222
2262;46505966
2263;46504649
2264;46508067
2265;46505577
2266;46505015
2267;46505802
2268;46504449
2269;46506990
2270;46507809
2271;46507794
2272;46507266
2273;46504723
2274;46507114
2275;46508678
2276;46508455
2277;46507367
2278;46505127
2279;46506764
2280;46507205
2281;46509080
2282;175426856
2283;46504783
2284;46508465
2285;46508898
2286;46508848
2287;46507956
2288;46504937
2289;46506930
2290;46508002
2291;46507945
2292;46505325
2293;46506720
2294;46507251
2295;46506371
2296;46507512
2297;46509086
2298;46506675
2299;46505110
2300;46505617
2301;46504601
2302;46506086
2303;46505927
2304;46508986
2305;46505552
2306;46508889
2307;46508262
2308;46508559
2309;46506569
2310;46507285
2311;46509036
2312;46507444
2313;46504627
2314;46507142
2315;46504587
2316;46507691
2317;46507943
2318;46508485
2319;46508001
2320;46507006
2321;46509055
2322;46507389
2323;46504696
2324;46507984
2325;46504758
2326;46508922
2327;46507862
2328;46509071
2329;46506610
2330;46505351
2331;46505455
2332;46506360
2333;46504459
2334;46507461
2335;46507868
2336;46505527
2337;46507046
2338;46504954
2339;46506445
2340;46504764
2341;46506909
2342;46507636
2343;46508160
2344;46507279
2345;46507619
2346;46507225
2347;46509196
2348;46508139
2349;46507921
2350;46508940
2351;46507551
2352;46504722
2353;46506173
2354;46507311
2355;46504628
2356;46508414
2357;46504951
2358;46505021
2359;46506347
2360;46504699
2361;46507232
2362;46506409
2363;46508527
2364;46507337
2365;46504442
2366;46505981
2367;46506046
2368;46506323
2369;46507090
2370;46504818
2371;46508719
2372;46504858
2373;46507831
2374;46505823
2375;46506739
2376;46507829
2377;46505980
2378;46504611
2379;46507771
2380;46505930
2381;46509105
2382;46509074
2383;46505298
2384;46507396
2385;46508766
2386;46506132
2387;46508056
2388;46505274
2389;46504906
2390;46506210
2391;46508047
2392;46505468
2393;46508070
2394;46508699
2395;46506967
2396;46508064
2397;46505796
2398;46506601
2399;46509045
2400;46506027
2401;46506213
2402;46508712
2403;46504837
2404;46505600
2405;46508127
2406;46508149
2407;46508742
2408;46508762
2409;46504488
2410;46508009
2411;46506823
2412;46507495
2413;46509141
2414;46507016
2415;46507394
2416;46508720
2417;46504743
2418;46507779
2419;46507741
2420;46504911
2421;46506400
2422;46506977
2423;46507407
2424;46507283
2425;46507330
2426;46506776
2427;46507795
2428;46505746
2429;46508637
2430;46506111
2431;46505461
2432;46506853
2433;46507542
2434;46506964
2435;46506153
2436;46504669
2437;46506546
2438;46506893
2439;46505090
2440;46505246
2441;46507959
2442;46505062
2443;46504632
2444;46508404
2445;46506167
2446;46506133
2447;46508888
2448;46508507
2449;46507457
2450;46509030
2451;46507718
2452;46506268
2453;46507464
2454;46505112
2455;46505838
2456;46505727
2457;46506174
2458;46508740
2459;46506809
2460;46505723
2461;46506985
2462;46506582
2463;46505828
2464;46508041
2465;46508498
2466;46506590
2467;46507939
2468;46505705
2469;46507480
2470;46507830
2471;46506730
2472;46508687
2473;46508548
2474;46504513
2475;46506243
2476;46506476
2477;46506461
2478;46505886
2479;46505424
2480;46505207
2481;46504949
2482;46504912
2483;46505400
2484;46507497
2485;46508200
2486;46504607
2487;46506175
2488;46508396
2489;46505463
2490;46507735
2491;46508463
2492;46508785
2493;46506473
2494;46505986
2495;46506695
2496;46505566
2497;46509136
2498;46505397
2499;46508945
2500;46504811
2501;46508184
2502;46506551
2503;46508261
2504;46504769
2505;46507629
2506;46507689
2507;46506963
2508;46506308
2509;46507167
2510;46505028
2511;46505213
2512;46505540
2513;46508668
2514;46508196
2515;46506987
2516;46507235
2517;46507654
2518;46505335
2519;46506171
2520;46505061
2521;46508846
2522;46504828
2523;46506954
2524;46507416
2525;46505100
2526;46509016
2527;46507277
2528;46508918
2529;46507506
2530;46505974
2531;46505442
2532;46506052
2533;46507579
2534;46504736
2535;46507882
2536;46507410
2537;46505190
2538;46505687
2539;46507638
2540;46506552
2541;46504967
2542;46507675
2543;46507160
2544;46506262
2545;46505477
2546;46507870
2547;46506866
2548;46507189
2549;46508920
2550;46506499
2551;46506821
2552;46508796
2553;46506763
2554;46505857
2555;46508714
2556;46507346
2557;46507976
2558;46508074
2559;46507200
2560;46506422
2561;46507607
2562;46506440
2563;46505083
2564;46506877
2565;46509167
2566;46504603
2567;46508666
2568;46508378
2569;46507165
2570;46505489
2571;46506878
2572;46509013
2573;46505097
2574;46505224
2575;46508224
2576;46505423
2577;46506883
2578;46508673
2579;46507888
2580;46506051
2581;46505326
2582;46506269
2583;46507196
2584;46504514
2585;46505427
2586;46504988
2587;46505872
2588;46507610
2589;46505939
2590;46507835
2591;46505586
2592;46505303
2593;46505818
2594;46505482
2595;46506355
2596;46507909
2597;46505151
2598;46506613
2599;46507460
2600;46507088
2601;46508457
2602;46506958
2603;46504575
2604;46507576
2605;46509090
2606;46507572
2607;46505075
2608;46507762
2609;46509146
2610;46508039
2611;46506349
2612;46508053
2613;46508352
2614;46507098
2615;46506786
2616;46504784
2617;46505056
2618;46507206
2619;46506245
2620;46506564
2621;46507467
2622;46506533
2623;46505992
2624;46505798
2625;46508354
2626;46506835
2627;46507227
2628;46506933
2629;46506525
2630;46505737
2631;46506258
2632;46506342
2633;46506469
2634;46506962
2635;46508051
2636;46508351
2637;46509068
2638;46505731
2639;46508907
2640;46507218
2641;46506214
2642;46505367
2643;46507843
2644;46507851
2645;46505561
2646;46506928
2647;46508995
2648;46504496
2649;46507511
2650;46505123
2651;46505946
2652;46505520
2653;46505526
2654;46508576
2655;46505081
2656;46506715
2657;46507569
2658;46506659
2659;46508977
2660;46509181
2661;46504871
2662;46507374
2663;46505294
2664;46507483
2665;46507720
2666;46508144
2667;46505824
2668;46504852
2669;46505154
2670;46507847
2671;46507825
2672;46507359
2673;46506543
2674;46508959
2675;46505126
2676;175426857
2677;46506019
2678;46505791
2679;46506944
2680;46507988
2681;46507705
2682;46505545
2683;46508273
2684;46508598
2685;46508929
2686;46506522
2687;46508363
2688;46508213
2689;46507231
2690;46505406
2691;46505283
2692;46504617
2693;46508251
2694;46507222
2695;46506549
2696;46506477
2697;46507195
2698;46508063
2699;46505666
2700;46506682
2701;46506482
2702;46505234
2703;46509169
2704;46508476
2705;46505576
2706;46507028
2707;46509001
2708;46507742
2709;46505582
2710;46508233
2711;46504658
2712;46506783
2713;46505843
2714;46506834
2715;46506901
2716;46505316
2717;46507119
2718;46509168
2719;46507238
2720;46505559
2721;46508169
2722;46508379
2723;46504634
2724;46505221
2725;46507213
2726;46508289
2727;46507074
2728;46506935
2729;46509122
2730;46505328
2731;46506114
2732;46505212
2733;46505681
2734;46507158
2735;46508298
2736;46507917
2737;46505337
2738;46507031
2739;46508802
2740;46505214
2741;46505652
2742;46505840
2743;46505218
2744;46506324
2745;175426858
2746;46507765
2747;46506984
2748;46505282
2749;46508026
2750;46506849
2751;46505284
2752;46506101
2753;46507845
2754;46504872
2755;46507598
2756;46504834
2757;46506328
2758;46505786
2759;46507447
2760;46507314
2761;46504485
2762;46506415
2763;46504637
2764;46506532
2765;46507020
2766;46508873
2767;46506305
2768;46507647
2769;46506521
2770;46505297
2771;46506391
2772;46506542
2773;46504466
2774;46504681
2775;46508797
2776;46505588
2777;46506916
2778;46508234
2779;46506772
2780;46509200
2781;46505961
2782;46506743
2783;46504657
2784;46508821
2785;46506683
2786;46505348
2787;46506081
2788;46507955
2789;46505040
2790;46506698
2791;46504691
2792;46505958
2793;46505881
2794;46508976
2795;46508939
2796;46506357
2797;46505106
2798;46507585
2799;46504475
2800;46506844
2801;46505120
2802;46507630
2803;46506992
2804;46505729
2805;46504952
2806;46504568
2807;46508402
2808;46506607
2809;46508682
2810;46507413
2811;46506306
2812;46506259
2813;46507880
2814;46506780
2815;46505289
2816;46504945
2817;46505238
2818;46504905
2819;46507704
2820;46506316
2821;46506608
2822;46505671
2823;46505086
2824;46507745
2825;46505770
2826;46508738
2827;46508123
2828;46505589
2829;46508225
2830;46504997
2831;46505304
2832;46507107
2833;46507045
2834;46508692
2835;46504547
2836;46507912
2837;46507808
2838;46504679
2839;46507275
2840;46507070
2841;46508680
2842;46508529
2843;46505067
2844;46507595
2845;46509134
2846;46505862
2847;46508608
2848;46508815
2849;46507861
2850;46507528
2851;46508022
2852;46507840
2853;46506565
2854;46505957
2855;46505911
2856;46507864
2857;46507952
2858;46506649
2859;46507644
2860;46506151
2861;46507271
2862;46506088
2863;46507560
2864;46506898
2865;46508609
2866;46506034
2867;46507320
2868;46508890
2869;46508601
2870;46505719
2871;46505025
2872;46505950
2873;46505860
2874;46507669
2875;46505717
2876;46505747
2877;175426859
2878;46508012
2879;46508477
2880;46508748
2881;46508386
2882;46508207
2883;46507900
2884;46507721
2885;46506488
2886;46504958
2887;46508981
2888;46506626
2889;46505426
2890;46505178
2891;46508470
2892;46508426
2893;46504472
2894;46507115
2895;46504996
2896;46506605
2897;46505133
2898;46507393
2899;46508826
2900;46508756
2901;46506641
2902;46507293
2903;46505889
2904;46506095
2905;46506238
2906;46504506
2907;46508916
2908;46505903
2909;46507013
2910;46509047
2911;46505172
2912;46506329
2913;46508954
2914;46506156
2915;46504675
2916;46507284
2917;46504456
2918;46504586
2919;46506220
2920;46508906
2921;46507980
2922;46507993
2923;46507844
2924;46506747
2925;46507514
2926;46509077
2927;46509035
2928;46505059
2929;46506047
2930;46505804
2931;46506108
2932;46508663
2933;46505215
2934;46504549
2935;46506397
2936;46507254
2937;46505485
2938;46504589
2939;46507178
2940;46508040
2941;46509012
2942;46505324
2943;46505740
2944;46506931
2945;46507664
2946;46507129
2947;46508202
2948;46508905
2949;46506426
2950;99443224
2951;310264853
2952;347827699
2953;175426860
2954;175426861
2955;175426862
2956;175426863
2957;175426864
2958;310264854
2959;175426865
2960;175426866
2961;175426867
2962;175426868
2963;175426869
2964;175426870
2965;99443225
2966;175426872
2967;175426873
2968;175426874
2969;175426875
2970;175426876
2971;99443226
2972;175426877
2973;310264855
2974;175426879
2975;175426880
2976;175426882
2977;99443227
2978;99443228
2979;46504462
2980;175426883
2981;46505575
2982;175426884
2983;175426885
2984;175426886
2985;175426887
2986;175426888
2987;175426889
2988;175426891
2989;175426892
2990;46504940
2991;175426893
2992;175426894
2993;347909841
2994;46506923
2995;46504497
2996;46506141
2997;46509040
2998;46508506
2999;347909843
3000;175426895
3001;175426896
3002;175426897
3003;175426899
3004;175426900
3005;347827700
3006;175426901
3007;175426902
3008;347909847
3009;175426904
3010;175426905
3011;347909849
3012;175426906
3013;347909852
3014;46505374
3015;175426907
3016;46508192
3017;175426908
3018;175426909
3019;175426911
3020;347909853
3021;46509039
3022;175426913
3023;175426914
3024;46508453
3025;175426915
3026;175426917
3027;175426918
3028;347909858
3029;175426919
3030;347909859
3031;347909860
3032;175426920
3033;175426921
3034;347909863
3035;46507260
3036;175426922
3037;347909866
3038;175426923
3039;347909867
3040;347909868
3041;347827701
3042;175426924
3043;347909870
3044;175426925
3045;175426926
3046;347909874
3047;347909877
3048;347909879
3049;347909882
3050;347909883
3051;347909886
3052;175426928
3053;347909887
3054;175426929
3055;347827702
3056;347909891
3057;175426930
3058;347909892
3059;347827703
3060;175426931
3061;347909893
3062;347827704
3063;175426932
3064;347909897
3065;347909898
3066;175426933
3067;347909900
3068;347909902
3069;347909903
3070;175426934
3071;347827705
3072;347909904
3073;175426935
3074;175426936
3075;347909908
3076;347827706
3077;347909911
3078;347909912
3079;347909913
3080;347909914
3081;347909916
3082;347827708
3083;175426937
3084;347909924
3085;347909926
3086;347909927
3087;347909929
3088;347827709
3089;175426938
3090;347909931
3091;347909932
3092;347909933
3093;347909934
3094;347909937
3095;175426940
3096;175426941
3097;347909940
3098;347909941
3099;175426942
3100;347909943
3101;347909944
3102;347909945
3103;347909946
3104;347909947
3105;175426945
3106;175426947
3107;99443229
3108;347909950
3109;347909951
3110;347909955
3111;347827711
3112;347827712
3113;347909958
3114;347909960
3115;347909962
3116;347909964
3117;175426950
3118;347909965
3119;347909966
3120;347909968
3121;347827713
3122;175426951
3123;347909972
3124;347909974
3125;347909975
3126;347909978
3127;347909979
3128;347909981
3129;347909982
3130;347909984
3131;175426953
3132;347827714
3133;347909986
3134;347909988
3135;347909990
3136;347909993
3137;347909994
3138;347827715
3139;347909996
3140;175426954
3141;347910007
3142;347910008
3143;347827716
3144;347910010
3145;347910012
3146;347910013
3147;347910014
3148;347910015
3149;175426956
3150;347910018
3151;347910019
3152;347910020
3153;347910021
3154;347910022
3155;347910023
3156;347910024
3157;347910025
3158;347910026
3159;347910028
3160;347827717
3161;347910030
3162;347910031
3163;347910032
3164;175426957
3165;347827718
3166;347827719
3167;347910035
3168;347910037
3169;175426958
3170;175426959
3171;347910040
3172;175426960
3173;347910041
3174;310264856
3175;347910044
3176;347910046
3177;46505339
3178;347910048
3179;175426962
3180;347910049
3181;347910050
3182;347827720
3183;347910052
3184;46505299
3185;46508923
3186;175426963
3187;347910053
3188;99443230
3189;99443231
3190;347910054
3191;99443232
3192;347910057
3193;175426964
3194;175426967
3195;347910059
3196;175426969
3197;175426970
3198;175426972
3199;175426973
3200;347910062
3201;347910064
3202;347910065
3203;347910066
3204;347910067
3205;347910070
3206;347910071
3207;347910073
3208;175426976
3209;347910077
3210;347910078
3211;175426978
3212;347910087
3213;347910090
3214;175426979
3215;175426981
3216;347910093
3217;347827723
3218;347910096
3219;347910098
3220;347910099
3221;347910101
3222;347910103
3223;347910105
3224;347910109
3225;175426988
3226;175426989
3227;175426990
3228;347910111
3229;347910112
3230;175426992
3231;347910113
3232;347910114
3233;347910116
3234;347827725
3235;347910117
3236;175426993
3237;175426994
3238;175426995
3239;347910120
3240;347910123
3241;347827726
3242;347827727
3243;175426997
3244;347910126
3245;175426999
3246;347910127
3247;347910128
3248;347910129
3249;347827728
3250;347827729
3251;347910130
3252;347827730
3253;175427000
3254;175427002
3255;347910132
3256;347910134
3257;347910135
3258;175427003
3259;175427004
3260;347910142
3261;175427006
3262;347910144
3263;175427007
3264;347910145
3265;347910147
3266;347910148
3267;347910149
3268;347910150
3269;175427009
3270;347910151
3271;175427010
3272;175427011
3273;347910152
3274;347910153
3275;175427013
3276;347910154
3277;347910155
3278;347910156
3279;347910157
3280;347827732
3281;347910158
3282;347910159
3283;175427014
3284;347827733
3285;175427015
3286;175427016
3287;347910164
3288;175427017
3289;347910165
3290;347910166
3291;347910168
3292;175427018
3293;175427019
3294;175427020
3295;175427021
3296;347910172
3297;347827734
3298;347910177
3299;347910178
3300;347910179
3301;347910180
3302;175427023
3303;175427024
3304;8166290
3305;347827736
3306;347910183
3307;347910184
3308;99443233
3309;347910187
3310;347910189
3311;310264858
3312;347910190
3313;347910191
3314;347910192
3315;347910193
3316;175427027
3317;347827738
3318;347910195
3319;347827739
3320;347910201
3321;347827740
3322;347910202
3323;347910203
3324;347910206
3325;347910209
3326;347910210
3327;347910212
3328;347910218
3329;347910220
3330;347827741
3331;347910223
3332;347910224
3333;347910227
3334;347910230
3335;175427030
3336;347910231
3337;175427031
3338;347910233
3339;175427034
3340;347910236
3341;347910237
3342;347910239
3343;175427036
3344;175427037
3345;175427038
3346;347827745
3347;175427040
3348;347910255
3349;347910256
3350;175427043
3351;347910266
3352;347910267
3353;347910268
3354;347910271
3355;175427044
3356;175427046
3357;347910280
3358;175427048
3359;347910285
3360;347910288
3361;347910291
3362;347910292
3363;175427051
3364;347910296
3365;347910297
3366;347910298
3367;347910300
3368;347910302
3369;347827748
3370;347910306
3371;347910307
3372;347827749
3373;347910311
3374;347910312
3375;347910315
3376;347827750
3377;347910318
3378;347827751
3379;347827752
3380;310264859
3381;347910321
3382;347910322
3383;347827753
3384;347910325
3385;347910326
3386;347827754
3387;347910328
3388;310264860
3389;347910329
3390;347910330
3391;347827755
3392;347910332
3393;347910333
3394;347910334
3395;347910335
3396;347910336
3397;347910337
3398;46504717
3399;175427054
3400;46508096
3401;99443234
3402;99443235
3403;347827757
3404;347827758
3405;347827759
3406;99443236
3407;347910340
3408;310264861
3409;347910341
3410;347827760
3411;99443237
3412;175427055
3413;347827762
3414;175427056
3415;175427057
3416;347910342
3417;175427058
3418;99443238
3419;175427059
3420;310264862
3421;175427060
3422;175427061
3423;347827764
3424;175427062
3425;347827765
3426;175427063
3427;175427064
3428;347827766
3429;175427065
3430;310264864
3431;175427066
3432;99443239
3433;347827767
3434;99443240
3435;99443241
3436;347910343
3437;347910344
3438;99443242
3439;310264866
3440;347910345
3441;347910346
3442;99443243
3443;99443244
3444;175427067
3445;175427068
3446;347910347
3447;99443245
3448;347910348
3449;347910349
3450;310264867
3451;310264868
3452;347910350
3453;347827769
3454;310264869
3455;310264870
3456;175427070
3457;310264871
3458;347827770
3459;175427071
3460;310264872
3461;347827772
3462;347827773
3463;347827774
3464;310264873
3465;347827775
3466;347827776
3467;175427072
3468;175427074
3469;175427076
3470;347827778
3471;347910352
3472;310264874
3473;175427077
3474;347910353
3475;175427079
3476;175427080
3477;347827779
3478;310264875
3479;175427081
3480;347910354
3481;347910355
3482;347827780
3483;347910356
3484;175427082
3485;347827781
3486;347910358
3487;310264876
3488;347910359
3489;175427083
3490;347827782
3491;347910360
3492;99443246
3493;175427084
3494;347910361
3495;99443247
3496;99443248
3497;99443249
3498;99443251
3499;99443252
3500;99443253
3501;99443254
3502;99443255
3503;99443256
3504;175427085
3505;175427086
3506;99443258
3507;99443260
3508;99443261
3509;99443262
3510;99443263
3511;99443264
3512;99443265
3513;99443266
3514;99443268
3515;99443269
3516;99443270
3517;347910362
3518;347910363
3519;99443271
3520;99443272
3521;99443273
3522;99443274
3523;99443275
3524;99443276
3525;99443277
3526;99443278
3527;347827783
3528;347910364
3529;347827784
3530;347827785
3531;347827786
3532;175427088
3533;347827787
3534;347827789
3535;347827790
3536;99443285
3537;99443286
3538;99443287
3539;347910365
3540;347910366
3541;347827791
3542;310264879
3543;310264880
3544;99443288
3545;310264882
3546;175427090
3547;175427091
3548;99443289
3549;347910370
3550;347827793
3551;99443290
3552;99443291
3553;347827794
3554;347910371
3555;99443292
3556;99443293
3557;347827795
3558;310264884
3559;347827796
3560;310264885
3561;347827797
3562;310264886
3563;310264887
3564;310264891
3565;310264892
3566;175427092
3567;99443294
3568;99443295
3569;99443296
3570;99443297
3571;175427094
3572;175427095
3573;310264895
3574;310264896
3575;347910373
3576;347827801
3577;310264898
3578;99443300
3579;99443301
3580;99443302
3581;99443303
3582;99443304
3583;99443305
3584;99443306
3585;99443307
3586;99443308
3587;99443309
3588;99443311
3589;99443312
3590;99443313
3591;99443314
3592;99443315
3593;99443316
3594;99443319
3595;99443320
3596;99443321
3597;99443323
3598;99443324
3599;99443326
3600;99443327
3601;99443328
3602;99443329
3603;99443330
3604;99443332
3605;99443333
3606;99443336
3607;99443337
3608;99443338
3609;99443339
3610;99443340
3611;99443341
3612;99443342
3613;99443346
3614;99443347
3615;99443348
3616;99443349
3617;99443350
3618;99443351
3619;99443353
3620;99443354
3621;99443355
3622;99443356
3623;99443358
3624;99443359
3625;99443362
3626;99443363
3627;99443365
3628;99443367
3629;99443368
3630;99443369
3631;99443370
3632;99443371
3633;99443372
3634;99443373
3635;99443376
3636;99443378
3637;99443379
3638;99443380
3639;99443382
3640;99443383
3641;99443385
3642;99443387
3643;99443389
3644;99443390
3645;99443391
3646;99443392
3647;99443394
3648;99443395
3649;99443396
3650;99443397
3651;99443398
3652;99443399
3653;99443400
3654;99443401
3655;99443402
3656;99443403
3657;99443404
3658;99443406
3659;99443407
3660;99443408
3661;99443409
3662;99443410
3663;99443411
3664;99443412
3665;99443413
3666;99443414
3667;99443415
3668;99443416
3669;99443418
3670;99443419
3671;99443422
3672;99443424
3673;99443425
3674;99443427
3675;99443428
3676;99443429
3677;99443430
3678;99443432
3679;99443433
3680;99443434
3681;99443435
3682;99443438
3683;99443440
3684;99443442
3685;99443443
3686;99443444
3687;99443447
3688;99443448
3689;99443450
3690;99443451
3691;99443452
3692;99443453
3693;99443454
3694;99443455
3695;99443456
3696;99443457
3697;99443458
3698;99443460
3699;99443461
3700;99443462
3701;99443463
3702;99443464
3703;99443465
3704;99443466
3705;99443467
3706;99443468
3707;99443470
3708;99443471
3709;99443472
3710;99443473
3711;99443474
3712;99443475
3713;99443476
3714;99443477
3715;99443478
3716;99443479
3717;99443480
3718;99443481
3719;99443482
3720;99443484
3721;99443485
3722;99443486
3723;99443487
3724;99443488
3725;99443490
3726;99443491
3727;99443492
3728;99443493
3729;99443494
3730;99443495
3731;99443496
3732;99443497
3733;99443498
3734;99443499
3735;99443500
3736;99443501
3737;99443502
3738;99443503
3739;99443504
3740;99443505
3741;99443507
3742;99443508
3743;99443509
3744;99443510
3745;99443516
3746;99443517
3747;99443518
3748;99443519
3749;99443520
3750;99443521
3751;99443522
3752;99443524
3753;99443525
3754;99443527
3755;99443529
3756;99443530
3757;99443531
3758;99443532
3759;99443534
3760;99443535
3761;99443536
3762;99443537
3763;99443538
3764;99443539
3765;99443540
3766;99443541
3767;99443542
3768;99443543
3769;99443544
3770;99443545
3771;99443546
3772;99443547
3773;99443548
3774;99443549
3775;99443550
3776;99443551
3777;99443552
3778;99443553
3779;99443554
3780;99443557
3781;99443558
3782;99443559
3783;99443560
3784;99443562
3785;99443563
3786;99443564
3787;99443566
3788;99443567
3789;99443571
3790;99443572
3791;99443576
3792;99443577
3793;99443578
3794;99443579
3795;99443581
3796;99443582
3797;99443583
3798;99443584
3799;99443586
3800;99443587
3801;99443588
3802;99443590
3803;99443591
3804;99443592
3805;99443593
3806;99443595
3807;99443596
3808;99443597
3809;99443598
3810;99443599
3811;99443600
3812;99443601
3813;99443602
3814;99443603
3815;99443604
3816;99443605
3817;99443606
3818;99443607
3819;99443608
3820;99443609
3821;99443610
3822;99443611
3823;99443612
3824;99443613
3825;99443614
3826;99443615
3827;99443616
3828;99443617
3829;99443618
3830;99443619
3831;99443620
3832;99443621
3833;99443622
3834;99443623
3835;99443625
3836;99443627
3837;99443628
3838;99443629
3839;99443630
3840;99443631
3841;99443632
3842;99443633
3843;99443634
3844;99443635
3845;99443636
3846;99443638
3847;99443639
3848;99443642
3849;99443643
3850;99443644
3851;99443645
3852;99443646
3853;99443647
3854;99443648
3855;99443650
3856;99443651
3857;99443652
3858;99443653
3859;99443654
3860;99443657
3861;99443658
3862;99443660
3863;99443661
3864;99443664
3865;99443665
3866;99443666
3867;99443668
3868;99443669
3869;99443672
3870;99443673
3871;99443674
3872;99443675
3873;99443676
3874;99443677
3875;99443678
3876;99443679
3877;99443680
3878;99443681
3879;99443682
3880;99443683
3881;99443684
3882;99443686
3883;99443687
3884;99443688
3885;99443689
3886;99443690
3887;99443691
3888;99443692
3889;99443694
3890;99443695
3891;99443696
3892;99443697
3893;99443698
3894;99443699
3895;99443700
3896;99443701
3897;99443702
3898;99443703
3899;99443704
3900;99443705
3901;99443706
3902;99443707
3903;99443710
3904;99443711
3905;99443713
3906;99443714
3907;99443715
3908;99443716
3909;99443717
3910;99443718
3911;99443719
3912;99443720
3913;99443721
3914;99443722
3915;99443723
3916;99443724
3917;99443725
3918;99443726
3919;99443727
3920;99443728
3921;99443732
3922;99443734
3923;99443735
3924;99443736
3925;99443737
3926;99443738
3927;99443739
3928;99443740
3929;99443741
3930;99443742
3931;99443743
3932;99443745
3933;99443747
3934;99443748
3935;99443749
3936;99443750
3937;99443751
3938;99443752
3939;99443753
3940;99443754
3941;99443755
3942;99443756
3943;99443757
3944;99443759
3945;99443760
3946;99443765
3947;99443766
3948;99443768
3949;99443769
3950;99443770
3951;99443771
3952;99443773
3953;99443774
3954;99443777
3955;99443778
3956;99443780
3957;99443781
3958;99443782
3959;99443783
3960;99443784
3961;99443785
3962;99443787
3963;99443788
3964;99443789
3965;99443790
3966;99443791
3967;99443792
3968;99443793
3969;99443794
3970;99443795
3971;99443796
3972;99443797
3973;99443799
3974;99443801
3975;99443804
3976;99443805
3977;99443806
3978;99443807
3979;99443810
3980;99443811
3981;99443812
3982;99443813
3983;99443815
3984;99443816
3985;99443817
3986;99443818
3987;99443819
3988;99443821
3989;99443822
3990;99443824
3991;99443825
3992;99443827
3993;99443828
3994;99443829
3995;99443830
3996;99443831
3997;99443833
3998;99443834
3999;99443835
4000;99443837
4001;99443839
4002;99443840
4003;99443845
4004;99443847
4005;99443848
4006;99443849
4007;99443850
4008;99443851
4009;99443853
4010;99443854
4011;99443855
4012;99443856
4013;99443858
4014;99443859
4015;99443860
4016;99443861
4017;99443864
4018;99443865
4019;99443868
4020;99443871
4021;99443872
4022;99443873
4023;99443874
4024;99443876
4025;99443877
4026;99443881
4027;99443883
4028;99443886
4029;99443890
4030;99443892
4031;99443893
4032;99443894
4033;99443896
4034;99443898
4035;99443899
4036;99443901
4037;99443902
4038;99443904
4039;99443906
4040;99443908
4041;99443911
4042;99443914
4043;99443915
4044;99443917
4045;99443918
4046;99443919
4047;99443920
4048;99443921
4049;99443924
4050;99443925
4051;99443926
4052;99443927
4053;99443928
4054;99443929
4055;99443930
4056;99443931
4057;99443932
4058;99443933
4059;99443936
4060;99443938
4061;99443939
4062;99443940
4063;99443941
4064;99443942
4065;99443945
4066;99443947
4067;99443948
4068;99443950
4069;99443951
4070;99443953
4071;99443955
4072;99443956
4073;99443957
4074;99443959
4075;99443960
4076;99443962
4077;99443964
4078;99443965
4079;99443966
4080;99443968
4081;99443969
4082;99443971
4083;99443972
4084;99443973
4085;99443974
4086;99443975
4087;99443977
4088;99443979
4089;99443980
4090;99443983
4091;99443984
4092;99443985
4093;99443986
4094;99443988
4095;99443990
4096;99443991
4097;99443992
4098;99443993
4099;99443995
4100;99443996
4101;99443998
4102;99443999
4103;99444000
4104;99444001
4105;99444002
4106;99444004
4107;99444005
4108;99444006
4109;99444008
4110;99444009
4111;99444010
4112;99444011
