interaction_id;actions;known_action;interaction_type;pubmed_ids;drug_bankID_id;uniprot_ID_id
1910;agonist;yes;target;15161930|10592235|11297507;DB00255;P62508
1911;agonist;yes;target;19101832|15123288;DB00255;Q92731
1912;nan;unknown;target;11297507;DB00255;P11474
1913;nan;unknown;target;11297507;DB00255;O95718
1914;nan;unknown;target;15123288;DB00255;Q15596
1915;nan;unknown;target;16054614;DB00255;O75469
1916;antagonist;unknown;target;16876421;DB00255;P10275
1917;nan;unknown;target;25349334;DB00255;P04278
1918;nan;unknown;carrier;nan;DB00255;P02766
1919;substrate;unknown;enzyme;11352;DB00255;P21964
1920;inhibitor;unknown;enzyme;28827713;DB00255;P11511
1921;substrate|inhibitor;unknown;enzyme;21553654|23384967;DB00255;P08684
1922;substrate|inhibitor;unknown;enzyme;21553654;DB00255;P10632
1923;inhibitor;unknown;enzyme;21553654;DB00255;P11712
1924;inhibitor;unknown;enzyme;21553654|11315104;DB00255;P05181
1925;inhibitor;unknown;transporter;12533678;DB00255;Q9UNQ0
1926;substrate;unknown;transporter;7914405;DB00255;P08183
1927;inhibitor;unknown;transporter;22541068|21861202;DB00255;Q9Y6L6
1928;substrate;unknown;transporter;22541068;DB00255;O94956
1929;substrate;no;transporter;24014644;DB00255;O95342
1930;inhibitor;yes;target;8636434|10428416|8903326;DB00257;O15554
1931;activator;unknown;target;14977870|15849716|17998298|20869355;DB00257;O75469
1932;partial agonist;unknown;target;20686338|12799447;DB00257;Q8TDS4
1933;inhibitor;unknown;enzyme;15601807|11136296;DB00257;P10632
1934;substrate|inhibitor|inducer;unknown;enzyme;12751267|15135088|20233179|21037909;DB00257;P08684
1935;inhibitor|inducer;unknown;enzyme;17101742|14977870;DB00257;P20813
1936;inhibitor;unknown;enzyme;11854151;DB00257;P10635
1937;inhibitor;unknown;enzyme;9143352;DB00257;P11509
1938;inhibitor;unknown;enzyme;16430569|9663807;DB00257;P11712
1939;inhibitor;unknown;enzyme;15135088|9574817;DB00257;P05181
1940;inducer;unknown;enzyme;12673034;DB00257;P24462
1941;inhibitor|inducer;unknown;transporter;11297522|8632764|11961113|12699389|8917702;DB00257;P08183
1942;substrate|inhibitor;unknown;transporter;24014644|27000539;DB00257;O95342
1943;substrate|inhibitor;unknown;transporter;19785645|18321482;DB00257;Q9Y6L6
1944;inducer;unknown;transporter;22541068|18321482;DB00257;Q9NPD5
1945;inhibitor;unknown;enzyme;13885421;DB00260;P20711
1946;nan;unknown;transporter;15644866;DB00260;Q495M3
1947;inhibitor;yes;target;2846839|31598394;DB00261;Q14432
1948;substrate|inhibitor;unknown;enzyme;23184666;DB00261;P05177
1949;inhibitor;yes;target;10378469|12477282|1312851|1394620|15104113|15321730|3806383|6094175;DB00262;P00390
1950;inhibitor;unknown;enzyme;10725317;DB00263;P11712
1951;antagonist;yes;target;10913016|11448474|12679135|12844134|14534524|11752352;DB00264;P08588
1952;antagonist;no;target;19637941;DB00264;P07550
1953;binder;no;carrier;30422518;DB00264;P02768
1954;substrate|inhibitor;unknown;enzyme;9681670|11038161|30248178;DB00264;P10635
1955;substrate;no;enzyme;nan;DB00264;P08684
1956;inhibitor;unknown;transporter;10960071;DB00264;O15244
1957;inhibitor;yes;target;17139284|17016423|2424118|11752352;DB00266;Q9BQB6
1958;inhibitor;unknown;target;10419545|10683249|10755406|10874136|10949919|2113031;DB00266;P15559
1959;inhibitor;unknown;target;10561120|12882764|16700548|1722672|17305492;DB00266;Q08257
1960;nan;unknown;carrier;1376777;DB00266;P02768
1961;substrate;unknown;enzyme;25866574|18466099|23041981;DB00266;P11712
1962;agonist;yes;target;18691132|10641988|19503779|19557097;DB00268;P35462
1963;agonist;unknown;target;11752352|18691132|19557097;DB00268;P21917
1964;agonist;yes;target;1683559|10446316|18691132|10641988|17573046|19557097;DB00268;P14416
1965;substrate;unknown;enzyme;18691132|9321526|11069211|19412490;DB00268;P05177
1966;agonist;yes;target;2307235|6872937|17236558|11752352;DB00269;P03372
1967;inducer;unknown;enzyme;6804461;DB00269;P11511
1968;inhibitor;yes;target;10766758|12135765|9607315;DB00270;Q13936
1969;inhibitor;yes;target;17016423|17139284|11752352;DB00270;P54289
1970;inhibitor;yes;target;11752352;DB00270;Q08289
1971;inhibitor;yes;target;1281221|18974361;DB00270;O95180
1972;inhibitor;yes;target;1281221|18974361;DB00270;Q9NY47
1973;inhibitor;yes;target;11285265|19029287;DB00270;Q01668
1974;inhibitor;yes;target;16675661;DB00270;Q13698
1975;substrate|inhibitor;unknown;enzyme;9469685;DB00270;P08684
1976;substrate;no;transporter;24014644;DB00270;O95342
1977;agonist;yes;target;2892392|3661710|2886642|2874214|7213132|11752352;DB00272;P25021
1978;agonist;yes;target;10768303|25101297;DB00273;P14867
1979;inhibitor;yes;target;15771438|17521680|17251017|12617904|15478125;DB00273;P00918
1980;inhibitor;yes;target;14684331|10768298|11784136|14971907;DB00273;P22748
1981;inhibitor;unknown;target;17826101|10768298;DB00273;P00915
1982;inhibitor;unknown;target;17826101|1261790|10768298;DB00273;P07451
1983;antagonist;unknown;target;27843503|15816941|27437073;DB00273;Q15878
1984;binder;unknown;carrier;15355124;DB00273;P02768
1985;inhibitor;unknown;enzyme;10768303|12102670;DB00273;P33261
1986;inducer;unknown;enzyme;14636322|11030437;DB00273;P08684
1987;substrate;unknown;transporter;19730994|12609264;DB00273;P08183
1988;nan;no;carrier;3339510;DB00274;P02768
1989;inhibitor;unknown;transporter;15567297;DB00274;P46059
1990;inhibitor;unknown;transporter;15567297;DB00274;Q16348
1991;antagonist;yes;target;11752352|11451212|16775509|12076183|16220064|17163232;DB00275;P30556
1992;substrate|inducer;unknown;transporter;20222053|16501004;DB00275;Q92887
1993;substrate;unknown;transporter;16501004;DB00275;Q9NPD5
1994;substrate;unknown;transporter;16501004;DB00275;Q9Y6L6
1995;inhibitor;no;transporter;24014644;DB00275;O95342
1996;inhibitor;yes;target;10691026|11006484|11473732|1311390|1322791|11752352|11716434;DB00276;P11388
1997;inhibitor;unknown;target;15148258;DB00276;Q12809
1998;nan;unknown;target;10803926;DB00276;P02763
1999;nan;unknown;target;10803926;DB00276;P02768
2000;inhibitor;unknown;transporter;14985103;DB00276;P08183
2001;antagonist;yes;target;14992338|3588607;DB00277;P30542
2002;antagonist;yes;target;16357952|3588607;DB00277;P29274
2003;antagonist;yes;target;11752352|16545350|16581066|12954362|15980878|3588607;DB00277;P29275
2004;inhibitor;yes;target;15639300;DB00277;Q07343
2005;inhibitor;yes;target;11752352;DB00277;O76074
2006;inhibitor;yes;target;12421478|12547256|12887610|15253881|15351234;DB00277;P27815
2007;inhibitor;yes;target;12887610|15237094|16651698;DB00277;Q14432
2008;activator;yes;target;12070353|15337792;DB00277;Q92769
2009;nan;unknown;target;18951874;DB00277;Q99829
2010;nan;unknown;target;18951874;DB00277;Q8TCT9
2011;nan;unknown;target;18951874;DB00277;Q15155
2012;nan;unknown;target;18951874;DB00277;P09874
2013;nan;unknown;target;18951874;DB00277;Q7Z5B4
2014;nan;unknown;target;18951874;DB00277;Q9Y4R7
2015;substrate;unknown;enzyme;7632164;DB00277;P08684
2016;substrate;unknown;enzyme;8846619|19754423|23167834;DB00277;P05177
2017;inhibitor|inducer;unknown;enzyme;15467230|10718633|9203166;DB00277;P00813
2018;substrate;unknown;enzyme;1346993|28050398|15985363;DB00277;P05181
2019;substrate|inhibitor;unknown;enzyme;7619675|8474022;DB00277;P04798
2020;substrate;unknown;enzyme;9152602;DB00277;Q16678
2021;substrate;unknown;enzyme;7619675|7632164|11996015;DB00277;P10635
2022;inhibitor;unknown;transporter;15708966;DB00277;Q9Y694
2023;inhibitor;yes;target;10226408|10353669|10362188|10608016|10608050|11752352;DB00278;P00734
2024;binder;unknown;carrier;nan;DB00278;P02768
2025;substrate;unknown;enzyme;10234600;DB00278;P08684
2026;substrate;unknown;enzyme;10234600;DB00278;P20815
2027;agonist;yes;target;15283690|12955882|15240882|15235154|14596673|11752352;DB00279;P10827
2028;agonist;yes;target;17315033|12668276|17016423|17139284|12776178|10592235|16099238|11159893;DB00279;P10828
2029;antagonist;unknown;target;22383522;DB00279;P12004
2030;nan;unknown;carrier;15082720|12553433;DB00279;P02766
2031;substrate;unknown;carrier;12553433;DB00279;P05543
2032;nan;unknown;carrier;12553433;DB00279;P02768
2033;substrate;no;enzyme;nan;DB00279;P22309
2034;substrate;unknown;transporter;11316767|9918867|11159893;DB00279;P46721
2035;substrate;unknown;transporter;10358072|11159893;DB00279;Q9Y6L6
2036;substrate;unknown;transporter;11159893|11375950;DB00279;Q9NPD5
2037;substrate;unknown;transporter;14993604;DB00279;Q6ZQN7
2038;substrate;unknown;transporter;9918867;DB00279;Q14973
2039;substrate|inhibitor;unknown;transporter;15166123|12351693;DB00279;Q9NYB5
2040;substrate|inhibitor;unknown;transporter;11316767|14993604;DB00279;Q96BD0
2041;inhibitor;unknown;transporter;14762099;DB00279;Q8TCC7
2042;inhibitor;unknown;transporter;11278508;DB00279;Q8TF71
2043;inducer;unknown;transporter;11897620;DB00279;P08183
2044;nan;unknown;transporter;11901210;DB00279;Q01650
2045;inhibitor;yes;target;15897781|15028073|11196553|11752352;DB00280;Q14524
2046;antagonist;unknown;target;10413067|1690310;DB00280;P11229
2047;antagonist;unknown;target;10413067;DB00280;P20309
2048;inhibitor;unknown;target;9781919;DB00280;Q9NZV8
2049;inhibitor;unknown;target;9781919;DB00280;Q9UK17
2050;inhibitor;unknown;target;15272206;DB00280;Q12809
2051;nan;unknown;target;8946472;DB00280;P19652
2052;other/unknown;no;carrier;10322928|10824133|14616427|2860235|2862237;DB00280;P02763
2053;substrate;unknown;enzyme;10901704|11407536;DB00280;P08684
2054;substrate;unknown;enzyme;11407536;DB00280;P05177
2055;inhibitor;unknown;transporter;9655880|11758759|16951202|21104302;DB00280;O15245
2056;inhibitor;unknown;transporter;11758759;DB00280;O15244
2057;inhibitor;yes;target;17077153|19088384|20585544;DB00281;Q9Y5Y9
2058;inhibitor;yes;target;17430993|19088384|20585544;DB00281;Q15858
2059;inhibitor;yes;target;17445919|16686685|17016511|16840798|19088384|20585544;DB00281;Q14524
2060;antagonist;unknown;target;16551906;DB00281;P00533
2061;nan;unknown;target;14662728;DB00281;P35499
2062;nan;unknown;target;8946472;DB00281;P02763
2063;nan;unknown;target;8946472;DB00281;P19652
2064;substrate;unknown;enzyme;10901707|26730802|8033500;DB00281;P08684
2065;substrate|inhibitor;unknown;enzyme;8565792|10901707;DB00281;P10635
2066;substrate;unknown;enzyme;nan;DB00281;P20815
2067;substrate;unknown;enzyme;nan;DB00281;P24462
2068;substrate|inhibitor;unknown;enzyme;19754423|10901707|10215663|14749694;DB00281;P05177
2069;substrate;unknown;enzyme;11996015|10901707;DB00281;P11712
2070;substrate;unknown;enzyme;11996015;DB00281;P10632
2071;substrate;unknown;enzyme;11996015;DB00281;P11509
2072;substrate;unknown;enzyme;27709010;DB00281;P20813
2073;inhibitor;unknown;transporter;11160873;DB00281;O76082
2074;inhibitor;unknown;transporter;11743742|14985103|27906699;DB00281;P08183
2075;inhibitor;yes;target;11752352|10620343|11160603|15713990|12177810|15487700;DB00282;P14324
2076;inhibitor;unknown;target;30650219;DB00282;O95749
2077;activator;unknown;target;16298452|12177810;DB00282;P42574
2078;activator;unknown;target;16298452|12177810;DB00282;P55211
2079;antagonist;yes;target;11752352|2890562|6701456|6387510|1678430|7513381|4074605|6449094|1266718|8930778;DB00283;P35367
2080;inhibitor;unknown;enzyme;nan;DB00283;P10635
2081;inhibitor;yes;target;16702880|19275550|8893066;DB00284;O43451
2082;inhibitor;yes;target;12864906|2962844|8893066;DB00284;P14410
2083;inhibitor;yes;target;8893066;DB00284;P04746
2084;inhibitor;unknown;target;11404235|16702880|16763908|3539207|2776140;DB00284;P10253
2085;inhibitor;yes;target;15695064|16140280|17224717|9305421|9537821|19728573|10884561|19238127|15910402|11750180;DB00285;P31645
2086;inhibitor;yes;target;14744476|16893531|9669506|19728573|10884561|19238127|15910402|11750180;DB00285;P23975
2087;inhibitor;unknown;target;10462128|10434156|11319571|17187269;DB00285;Q01959
2088;substrate|inhibitor;unknown;enzyme;10192828|30485867;DB00285;P10635
2089;substrate;unknown;enzyme;19515014|8838442|15582923;DB00285;P08684
2090;substrate|inhibitor;unknown;transporter;12649369|14550684|20466523|21446053|25567760;DB00285;P08183
2091;inducer;unknown;transporter;21446053;DB00285;Q9UNQ0
2092;agonist;yes;target;16876190|16884174|16955786|16982590|16985877;DB00286;P03372
2093;agonist;yes;target;24715748|16876190|16884174|16955786;DB00286;Q92731
2094;inducer;no;carrier;nan;DB00286;P05543
2095;binder;no;carrier;24715748;DB00286;P04278
2096;binder;no;carrier;24715748;DB00286;P02768
2097;substrate;no;enzyme;12865317|28798519;DB00286;P08684
2098;substrate|inhibitor;unknown;enzyme;11259318|17050794;DB00286;P05177
2099;substrate;unknown;enzyme;20606002|20212268;DB00286;P21964
2100;inhibitor;unknown;transporter;10329726;DB00286;O15438
2101;inhibitor;unknown;transporter;12523936;DB00286;O15439
2102;inhibitor;unknown;transporter;11102445;DB00286;P33527
2103;substrate|inhibitor;unknown;transporter;10871297|9539145|8779894|8786566|8968376|9794920|8938553|10600646|12702494|9918568|10198348;DB00286;P46721
2104;inhibitor;unknown;transporter;9486191;DB00286;Q14973
2105;inhibitor;unknown;transporter;15068970;DB00286;Q63ZE4
2106;substrate|inhibitor;unknown;transporter;14762099|12679720|11961115|11306713|12011098|15100168|10224140;DB00286;Q8TCC7
2107;substrate|inhibitor;unknown;transporter;15166123|12351693;DB00286;Q9NYB5
2108;substrate|inhibitor;unknown;transporter;11683238|12906759|11134001|15159445|14977862|15901800|12101011|11159893;DB00286;Q9Y6L6
2109;substrate;unknown;transporter;11159893|11683238|12724351|14610227|15640378;DB00286;O94956
2110;substrate;unknown;transporter;15901800;DB00286;P08183
2111;substrate;unknown;transporter;12011098;DB00286;Q4U2R8
2112;substrate;unknown;transporter;12719432;DB00286;Q86UW1
2113;substrate;unknown;transporter;12719432;DB00286;Q86UW2
2114;substrate;unknown;transporter;15652233|15901800;DB00286;Q92887
2115;substrate;unknown;transporter;10873595;DB00286;Q96BD0
2116;substrate;unknown;transporter;15537867;DB00286;Q96J66
2117;substrate;unknown;transporter;11134001|11159893|15159445|14977862;DB00286;Q9NPD5
2118;substrate;unknown;transporter;10660625;DB00286;Q9NSA0
2119;substrate;unknown;transporter;10873595;DB00286;Q9UIG8
2120;substrate;unknown;transporter;15901800|12682043|12920197;DB00286;Q9UNQ0
2121;agonist;yes;target;16249494|16505027|18452763|19697832|19929706|9038626|19038618|18983226|11752352;DB00287;P43088
2122;agonist;yes;target;17139284|17016423|16891588|16895953|16980198|17038445|17086345;DB00288;P04150
2123;agonist;unknown;target;17139284|17016423|7981624;DB00288;P04083
2124;substrate|inducer;no;enzyme;20482443;DB00288;P08684
2125;inducer;unknown;enzyme;20482443;DB00288;P20815
2126;inhibitor;yes;target;12547466|12862507|14709944|19445548|15801334|16142049|18033153|9537821|26859445;DB00289;P23975
2127;binder;unknown;target;9537821|26859445|23933039;DB00289;P31645
2128;inhibitor;unknown;target;20393461;DB00289;P48549
2129;partial agonist;unknown;target;15225731;DB00289;P41145
2130;binder;no;carrier;24732041|27721971;DB00289;P02768
2131;binder;no;carrier;27721971|24732041;DB00289;P12314
2132;substrate;unknown;enzyme;16142049|19445548|14610241|26859445;DB00289;P10635
2133;substrate;unknown;enzyme;26859445|24346747;DB00289;P33261
2134;inhibitor;unknown;target;17202402;DB00290;P18858
2135;inhibitor;unknown;target;17202402;DB00290;P49916
2136;substrate;unknown;enzyme;6179595|9748474;DB00290;Q13867
2137;substrate;unknown;enzyme;18511072|14527828;DB00291;P09211
2138;nan;unknown;transporter;9322525;DB00291;P46721
2139;agonist;yes;target;17139284|17016423|19809285|19741491|11752352;DB00292;P14867
2140;agonist;yes;target;20496522|14508322;DB00292;P18089
2141;inhibitor;unknown;carrier;10927023;DB00292;P11166
2142;inhibitor;unknown;enzyme;8312688|17487473|20352599;DB00292;P15538
2143;inhibitor;unknown;enzyme;20352599;DB00292;P19099
2144;inhibitor;yes;target;10047461|10430100|10482907|10496350|10499608|11752352|18773878|10598555|10592235;DB00293;P04818
2145;antagonist;unknown;target;11916544;DB00293;Q05932
2146;agonist;yes;target;10601100|11041225|15063480|11752352;DB00294;P06401
2147;binder;no;carrier;nan;DB00294;P02768
2148;binder;no;carrier;nan;DB00294;P04278
2149;substrate;no;enzyme;nan;DB00294;P08684
2150;agonist;yes;target;16530171|16580639|16580848|16682505|11752352;DB00295;P35372
2151;agonist;yes;target;17139284|17016423|9808678|7959748|16753266;DB00295;P41145
2152;agonist;yes;target;16530171|16534251|16539674|16650582|16678156|11752352|12015197;DB00295;P41143
2153;activator;unknown;target;20178837;DB00295;Q9Y6Y9
2154;binder;no;carrier;22025496;DB00295;P02768
2155;substrate;no;enzyme;12936704|19761371;DB00295;P10632
2156;substrate;no;enzyme;12936704|16204972|19761371;DB00295;P08684
2157;substrate;no;enzyme;9010622|15611481|14746343|20071451;DB00295;P16662
2158;substrate;no;enzyme;18187562;DB00295;P22309
2159;substrate;no;enzyme;18187562;DB00295;Q9HAW9
2160;substrate;no;enzyme;20071451;DB00295;P54855
2161;substrate;no;enzyme;20071451;DB00295;P06133
2162;substrate;no;enzyme;9616184;DB00295;P35503
2163;substrate;no;transporter;12699389|12948019;DB00295;P08183
2164;inhibitor;yes;target;17139284|17016423|10781449;DB00296;Q9Y5Y9
2165;substrate;unknown;enzyme;9834040;DB00296;P05177
2166;substrate;unknown;enzyme;7832304;DB00296;P20813
2167;substrate;unknown;enzyme;7832304;DB00296;P08684
2168;inhibitor;yes;target;17139284|17016423|20685573;DB00297;Q9Y5Y9
2169;other/unknown;unknown;target;17139284|17016423|19690271;DB00297;P34995
2170;substrate;unknown;enzyme;10725304;DB00297;P08684
2171;substrate;unknown;enzyme;10725304;DB00297;P33261
2172;substrate;unknown;enzyme;10725304;DB00297;P10635
2173;antagonist;yes;target;17139284|17016423|9401944;DB00298;P35348
2174;antagonist;yes;target;1972008|9401944;DB00298;P25100
2175;antagonist;yes;target;1972008|9401944;DB00298;P35368
