drugchembl;chembl_detail
2402;CHEMBL209821
2403;CHEMBL1743062
2404;CHEMBL2111083
2405;CHEMBL2079699
2406;CHEMBL295698
2407;CHEMBL889
2408;CHEMBL514800
2409;CHEMBL1201835
2410;CHEMBL180672
2411;CHEMBL3249110
2412;CHEMBL134713
2413;CHEMBL1182997
2414;CHEMBL1271162
2415;CHEMBL2105659
2416;CHEMBL186141
2417;CHEMBL1743082
2418;CHEMBL89241
2419;CHEMBL118218
2420;CHEMBL259898
2421;CHEMBL1997373
2422;CHEMBL254328
2423;CHEMBL41306
2424;CHEMBL332447
2425;CHEMBL132966
2426;CHEMBL3527358
2427;CHEMBL173373
2428;CHEMBL1651026
2429;CHEMBL3918017
2430;CHEMBL2059590
2431;CHEMBL1614710
2432;CHEMBL522892
2433;CHEMBL2111088
2434;CHEMBL260933
2435;CHEMBL456145
2436;CHEMBL225157
2437;CHEMBL2103842
2438;CHEMBL3545349
2439;CHEMBL1080759
2440;CHEMBL168640
2441;CHEMBL592374
2442;CHEMBL296468
2443;CHEMBL1762621
2444;CHEMBL558752
2445;CHEMBL566315
2446;CHEMBL1096380
2447;CHEMBL1743028
2448;CHEMBL2107818
2449;CHEMBL2028019
2450;CHEMBL2347655
2451;CHEMBL1743049
2452;CHEMBL2109410
2453;CHEMBL3182621
2454;CHEMBL1195136
2455;CHEMBL1091644
2456;CHEMBL3306803
2457;CHEMBL223360
2458;CHEMBL4061538
2459;CHEMBL259571
2460;CHEMBL3989949
2461;CHEMBL128748
2462;CHEMBL482767
2463;CHEMBL571546
2464;CHEMBL4117187
2465;CHEMBL12713
2466;CHEMBL437
2467;CHEMBL6437
2468;CHEMBL62193
2469;CHEMBL600
2470;CHEMBL114655
2471;CHEMBL294951
2472;CHEMBL466659
2473;CHEMBL111
2474;CHEMBL3989690
2475;CHEMBL2093999
2476;CHEMBL77305
2477;CHEMBL215303
2478;CHEMBL1201834
2479;CHEMBL364713
2480;CHEMBL343448
2481;CHEMBL218291
2482;CHEMBL1789844
2483;CHEMBL208427
2484;CHEMBL444172
2485;CHEMBL14762
2486;CHEMBL2028850
2487;CHEMBL9194
2488;CHEMBL1201754
2489;CHEMBL328190
2490;CHEMBL376359
2491;CHEMBL1201776
2492;CHEMBL24778
2493;CHEMBL1201772
2494;CHEMBL461101
2495;CHEMBL491571
2496;CHEMBL344159
2497;CHEMBL317052
2498;CHEMBL3187365
2499;CHEMBL2111112
2500;CHEMBL58323
2501;CHEMBL198362
2502;CHEMBL2104619
2503;CHEMBL982
2504;CHEMBL2106572
2505;CHEMBL2103839
2506;CHEMBL515408
2507;CHEMBL71263
2508;CHEMBL1963681
2509;CHEMBL348475
2510;CHEMBL830
2511;CHEMBL488025
2512;CHEMBL136800
2513;CHEMBL1742420
2514;CHEMBL226267
2515;CHEMBL53950
2516;CHEMBL2104595
2517;CHEMBL2103827
2518;CHEMBL1186894
2519;CHEMBL1076211
2520;CHEMBL1257030
2521;CHEMBL2103849
2522;CHEMBL282724
2523;CHEMBL2108086
2524;CHEMBL1237022
2525;CHEMBL270190
2526;CHEMBL479527
2527;CHEMBL1201191
2528;CHEMBL4594214
2529;CHEMBL525610
2530;CHEMBL1201182
2531;CHEMBL243712
2532;CHEMBL501849
2533;CHEMBL429910
2534;CHEMBL204021
2535;CHEMBL1236107
2536;CHEMBL1743010
2537;CHEMBL508583
2538;CHEMBL385517
2539;CHEMBL436774
2540;CHEMBL1922660
2541;CHEMBL1614709
2542;CHEMBL2103828
2543;CHEMBL14935
2544;CHEMBL134561
2545;CHEMBL2107313
2546;CHEMBL2007641
2547;CHEMBL203665
2548;CHEMBL77517
2549;CHEMBL1201830
2550;CHEMBL1512580
2551;CHEMBL46740
2552;CHEMBL1111
2553;CHEMBL2111108
2554;CHEMBL1330
2555;CHEMBL1200810
2556;CHEMBL1200585
2557;CHEMBL1201192
2558;CHEMBL308954
2559;CHEMBL3989904
2560;CHEMBL1618378
2561;CHEMBL2107465
2562;CHEMBL275544
2563;CHEMBL2105467
2564;CHEMBL276711
2565;CHEMBL1201548
2566;CHEMBL334966
2567;CHEMBL101309
2568;CHEMBL334533
2569;CHEMBL2106316
2570;CHEMBL298734
2571;CHEMBL220808
2572;CHEMBL61301
2573;CHEMBL25843
2574;CHEMBL431651
2575;CHEMBL436559
2576;CHEMBL175105
2577;CHEMBL315795
2578;CHEMBL2107805
2579;CHEMBL3085474
2580;CHEMBL419792
2581;CHEMBL521078
2582;CHEMBL1079905
2583;CHEMBL117287
2584;CHEMBL300138
2585;CHEMBL22055
2586;CHEMBL1255794
2587;CHEMBL1614652
2588;CHEMBL186179
2589;CHEMBL2104698
2590;CHEMBL17976
2591;CHEMBL1230122
2592;CHEMBL184041
2593;CHEMBL121810
2594;CHEMBL383322
2595;CHEMBL24683
2596;CHEMBL282686
2597;CHEMBL1628569
2598;CHEMBL1255871
2599;CHEMBL319144
2600;CHEMBL2105864
2601;CHEMBL312443
2602;CHEMBL61780
2603;CHEMBL2103825
2604;CHEMBL2110756
2605;CHEMBL477772
2606;CHEMBL10878
2607;CHEMBL608533
2608;CHEMBL1213456
2609;CHEMBL483254
2610;CHEMBL231779
2611;CHEMBL298470
2612;CHEMBL288441
2613;CHEMBL255044
2614;CHEMBL1289926
2615;CHEMBL1672054
2616;CHEMBL46618
2617;CHEMBL1183349
2618;CHEMBL284348
2619;CHEMBL372764
2620;CHEMBL1237023
2621;CHEMBL1201836
2622;CHEMBL82301
2623;CHEMBL396778
2624;CHEMBL4524066
2625;CHEMBL308148
2626;CHEMBL3349607
2627;CHEMBL481611
2628;CHEMBL1201833
2629;CHEMBL109648
2630;CHEMBL1366933
2631;CHEMBL267431
2632;CHEMBL1742990
2633;CHEMBL439849
2634;CHEMBL66092
2635;CHEMBL1237024
2636;CHEMBL3989529
2637;CHEMBL511
2638;CHEMBL1201619
2639;CHEMBL54440
2640;CHEMBL312448
2641;CHEMBL539697
2642;CHEMBL566534
2643;CHEMBL24441
2644;CHEMBL415606
2645;CHEMBL1118
2646;CHEMBL827
2647;CHEMBL1201764
2648;CHEMBL818
2649;CHEMBL1908362
2650;CHEMBL1697841
2651;CHEMBL38827
2652;CHEMBL978
2653;CHEMBL1395
2654;CHEMBL761
2655;CHEMBL517427
2656;CHEMBL1200807
2657;CHEMBL2105275
2658;CHEMBL1201766
2659;CHEMBL1199324
2660;CHEMBL2079587
2661;CHEMBL2110824
2662;CHEMBL1201865
2663;CHEMBL113051
2664;CHEMBL1569487
2665;CHEMBL296035
2666;CHEMBL1908847
2667;CHEMBL538
2668;CHEMBL1109
2669;CHEMBL1213583
2670;CHEMBL465123
2671;CHEMBL26260
2672;CHEMBL290814
2673;CHEMBL954
2674;CHEMBL93645
2675;CHEMBL1765291
2676;CHEMBL47072
2677;CHEMBL70972
2678;CHEMBL44793
2679;CHEMBL153479
2680;CHEMBL501515
2681;CHEMBL501637
2682;CHEMBL551978
2683;CHEMBL1201626
2684;CHEMBL1293
2685;CHEMBL1182
2686;CHEMBL2103742
2687;CHEMBL1159
2688;CHEMBL1201747
2689;CHEMBL487253
2690;CHEMBL720
2691;CHEMBL1201760
2692;CHEMBL1201748
2693;CHEMBL294199
2694;CHEMBL1201780
2695;CHEMBL240597
2696;CHEMBL604
2697;CHEMBL1200542
2698;CHEMBL1201749
2699;CHEMBL1597
2700;CHEMBL1200994
2701;CHEMBL1251
2702;CHEMBL1200845
2703;CHEMBL1201325
2704;CHEMBL1201255
2705;CHEMBL1200848
2706;CHEMBL1201185
2707;CHEMBL419
2708;CHEMBL1186579
2709;CHEMBL1021
2710;CHEMBL1448
2711;CHEMBL1410
2712;CHEMBL18442
2713;CHEMBL1201746
2714;CHEMBL1201273
2715;CHEMBL254316
2716;CHEMBL1469
2717;CHEMBL1221
2718;CHEMBL1314
2719;CHEMBL1201334
2720;CHEMBL243940
2721;CHEMBL55264
2722;CHEMBL1213083
2723;CHEMBL450940
2724;CHEMBL478524
2725;CHEMBL1229525
2726;CHEMBL1229535
2727;CHEMBL8943
2728;CHEMBL51969
2729;CHEMBL1229585
2730;CHEMBL377312
2731;CHEMBL62836
2732;CHEMBL62897
2733;CHEMBL123440
2734;CHEMBL1229677
2735;CHEMBL42039
2736;CHEMBL192154
2737;CHEMBL219841
2738;CHEMBL1198130
2739;CHEMBL522387
2740;CHEMBL87580
2741;CHEMBL203517
2742;CHEMBL71611
2743;CHEMBL24722
2744;CHEMBL509101
2745;CHEMBL490814
2746;CHEMBL194805
2747;CHEMBL1229789
2748;CHEMBL521203
2749;CHEMBL1229801
2750;CHEMBL495072
2751;CHEMBL376632
2752;CHEMBL321130
2753;CHEMBL476186
2754;CHEMBL407567
2755;CHEMBL385937
2756;CHEMBL451721
2757;CHEMBL184151
2758;CHEMBL1198191
2759;CHEMBL217068
2760;CHEMBL110971
2761;CHEMBL235157
2762;CHEMBL250409
2763;CHEMBL122055
2764;CHEMBL1229851
2765;CHEMBL360410
2766;CHEMBL394826
2767;CHEMBL1229855
2768;CHEMBL252128
2769;CHEMBL1198147
2770;CHEMBL243024
2771;CHEMBL115220
2772;CHEMBL1229868
2773;CHEMBL1198148
2774;CHEMBL122264
2775;CHEMBL476937
2776;CHEMBL200469
2777;CHEMBL208239
2778;CHEMBL207701
2779;CHEMBL398346
2780;CHEMBL255590
2781;CHEMBL252124
2782;CHEMBL563327
2783;CHEMBL200435
2784;CHEMBL232942
2785;CHEMBL418971
2786;CHEMBL359020
2787;CHEMBL400520
2788;CHEMBL1230001
2789;CHEMBL386015
2790;CHEMBL1230004
2791;CHEMBL379000
2792;CHEMBL1213412
2793;CHEMBL258202
2794;CHEMBL406572
2795;CHEMBL1185242
2796;CHEMBL527066
2797;CHEMBL1230016
2798;CHEMBL503090
2799;CHEMBL1230020
2800;CHEMBL1230023
2801;CHEMBL114500
2802;CHEMBL1221702
2803;CHEMBL512341
2804;CHEMBL243978
2805;CHEMBL185918
2806;CHEMBL220320
2807;CHEMBL232827
2808;CHEMBL236573
2809;CHEMBL456218
2810;CHEMBL1230044
2811;CHEMBL455907
2812;CHEMBL1230051
2813;CHEMBL1194345
2814;CHEMBL232557
2815;CHEMBL221735
2816;CHEMBL390674
2817;CHEMBL241577
2818;CHEMBL367588
2819;CHEMBL236720
2820;CHEMBL516357
2821;CHEMBL573819
2822;CHEMBL123154
2823;CHEMBL427896
2824;CHEMBL73962
2825;CHEMBL200495
2826;CHEMBL495597
2827;CHEMBL240355
2828;CHEMBL1230144
2829;CHEMBL363387
2830;CHEMBL205786
2831;CHEMBL374936
2832;CHEMBL447627
2833;CHEMBL202609
2834;CHEMBL233360
2835;CHEMBL469099
2836;CHEMBL221181
2837;CHEMBL111575
2838;CHEMBL202930
2839;CHEMBL402747
2840;CHEMBL62136
2841;CHEMBL250787
2842;CHEMBL490730
2843;CHEMBL193676
2844;CHEMBL391087
2845;CHEMBL437557
2846;CHEMBL159820
2847;CHEMBL1198650
2848;CHEMBL338790
2849;CHEMBL380888
2850;CHEMBL507361
2851;CHEMBL1230270
2852;CHEMBL383541
2853;CHEMBL106708
2854;CHEMBL144527
2855;CHEMBL509064
2856;CHEMBL364092
2857;CHEMBL202839
2858;CHEMBL319467
2859;CHEMBL380589
2860;CHEMBL147507
2861;CHEMBL213758
2862;CHEMBL1198138
2863;CHEMBL394484
2864;CHEMBL400841
2865;CHEMBL119385
2866;CHEMBL459177
2867;CHEMBL575218
2868;CHEMBL576960
2869;CHEMBL116597
2870;CHEMBL573077
2871;CHEMBL148169
2872;CHEMBL392990
2873;CHEMBL410462
2874;CHEMBL524266
2875;CHEMBL395308
2876;CHEMBL519939
2877;CHEMBL385711
2878;CHEMBL263143
2879;CHEMBL475251
2880;CHEMBL500779
2881;CHEMBL480411
2882;CHEMBL82767
2883;CHEMBL525194
2884;CHEMBL400754
2885;CHEMBL66280
2886;CHEMBL400431
2887;CHEMBL469117
2888;CHEMBL589370
2889;CHEMBL249334
2890;CHEMBL452289
2891;CHEMBL385178
2892;CHEMBL240725
2893;CHEMBL1198500
2894;CHEMBL1197118
2895;CHEMBL512172
2896;CHEMBL214502
2897;CHEMBL363498
2898;CHEMBL257705
2899;CHEMBL341273
2900;CHEMBL207496
2901;CHEMBL221118
2902;CHEMBL204997
2903;CHEMBL401377
2904;CHEMBL391640
2905;CHEMBL374713
2906;CHEMBL219586
2907;CHEMBL372164
2908;CHEMBL234838
2909;CHEMBL207228
2910;CHEMBL258040
2911;CHEMBL262103
2912;CHEMBL279433
2913;CHEMBL190467
2914;CHEMBL506871
2915;CHEMBL527018
2916;CHEMBL466496
2917;CHEMBL213618
2918;CHEMBL187105
2919;CHEMBL272114
2920;CHEMBL33468
2921;CHEMBL230153
2922;CHEMBL221170
2923;CHEMBL205098
2924;CHEMBL169186
2925;CHEMBL256725
2926;CHEMBL403673
2927;CHEMBL257553
2928;CHEMBL445162
2929;CHEMBL496574
2930;CHEMBL255874
2931;CHEMBL500724
2932;CHEMBL316053
2933;CHEMBL387385
2934;CHEMBL462170
2935;CHEMBL223147
2936;CHEMBL570533
2937;CHEMBL242237
2938;CHEMBL205792
2939;CHEMBL230910
2940;CHEMBL382639
2941;CHEMBL272198
2942;CHEMBL209740
2943;CHEMBL391737
2944;CHEMBL220050
2945;CHEMBL1230612
2946;CHEMBL216697
2947;CHEMBL435747
2948;CHEMBL452596
2949;CHEMBL220346
2950;CHEMBL229264
2951;CHEMBL101683
2952;CHEMBL243731
2953;CHEMBL305785
2954;CHEMBL247272
2955;CHEMBL571159
2956;CHEMBL1230670
2957;CHEMBL220396
2958;CHEMBL1221660
2959;CHEMBL492265
2960;CHEMBL212522
2961;CHEMBL218006
2962;CHEMBL223512
2963;CHEMBL207095
2964;CHEMBL378927
2965;CHEMBL207994
2966;CHEMBL453620
2967;CHEMBL486921
2968;CHEMBL242737
2969;CHEMBL1230742
2970;CHEMBL380394
2971;CHEMBL491429
2972;CHEMBL1230763
2973;CHEMBL452800
2974;CHEMBL194176
2975;CHEMBL1230790
2976;CHEMBL188343
2977;CHEMBL404150
2978;CHEMBL255750
2979;CHEMBL1096339
2980;CHEMBL19980
2981;CHEMBL12760
2982;CHEMBL489514
2983;CHEMBL551043
2984;CHEMBL472193
2985;CHEMBL75680
2986;CHEMBL186483
2987;CHEMBL423192
2988;CHEMBL352764
2989;CHEMBL420671
2990;CHEMBL1221659
2991;CHEMBL249847
2992;CHEMBL230001
2993;CHEMBL1231132
2994;CHEMBL447183
2995;CHEMBL411274
2996;CHEMBL257036
2997;CHEMBL512283
2998;CHEMBL124493
2999;CHEMBL125236
3000;CHEMBL107400
3001;CHEMBL1231206
3002;CHEMBL555205
3003;CHEMBL17432
3004;CHEMBL519160
3005;CHEMBL373357
3006;CHEMBL393949
3007;CHEMBL292963
3008;CHEMBL283196
3009;CHEMBL296323
3010;CHEMBL270875
3011;CHEMBL199237
3012;CHEMBL458997
3013;CHEMBL222419
3014;CHEMBL397666
3015;CHEMBL386049
3016;CHEMBL413965
3017;CHEMBL63895
3018;CHEMBL1231453
3019;CHEMBL478464
3020;CHEMBL563377
3021;CHEMBL1231469
3022;CHEMBL365617
3023;CHEMBL361078
3024;CHEMBL1231533
3025;CHEMBL259621
3026;CHEMBL46780
3027;CHEMBL239508
3028;CHEMBL239507
3029;CHEMBL493986
3030;CHEMBL1231562
3031;CHEMBL239857
3032;CHEMBL204086
3033;CHEMBL1231605
3034;CHEMBL1231606
3035;CHEMBL379692
3036;CHEMBL504805
3037;CHEMBL232148
3038;CHEMBL233553
3039;CHEMBL233149
3040;CHEMBL236777
3041;CHEMBL487431
3042;CHEMBL233970
3043;CHEMBL233349
3044;CHEMBL231950
3045;CHEMBL1231666
3046;CHEMBL383899
3047;CHEMBL1231683
3048;CHEMBL141889
3049;CHEMBL282837
3050;CHEMBL267178
3051;CHEMBL486954
3052;CHEMBL304784
3053;CHEMBL484780
3054;CHEMBL483995
3055;CHEMBL46817
3056;CHEMBL1201281
3057;CHEMBL181936
3058;CHEMBL22148
3059;CHEMBL428963
3060;CHEMBL259833
3061;CHEMBL113948
3062;CHEMBL117658
3063;CHEMBL399530
3064;CHEMBL408967
3065;CHEMBL46085
3066;CHEMBL404630
3067;CHEMBL425181
3068;CHEMBL360998
3069;CHEMBL278894
3070;CHEMBL265720
3071;CHEMBL261777
3072;CHEMBL415324
3073;CHEMBL258467
3074;CHEMBL178938
3075;CHEMBL356700
3076;CHEMBL452587
3077;CHEMBL178090
3078;CHEMBL325023
3079;CHEMBL1232076
3080;CHEMBL460962
3081;CHEMBL401365
3082;CHEMBL253825
3083;CHEMBL1084625
3084;CHEMBL245678
3085;CHEMBL391805
3086;CHEMBL360356
3087;CHEMBL1232132
3088;CHEMBL236718
3089;CHEMBL251429
3090;CHEMBL1232147
3091;CHEMBL253976
3092;CHEMBL1232164
3093;CHEMBL196526
3094;CHEMBL363302
3095;CHEMBL364811
3096;CHEMBL366312
3097;CHEMBL100109
3098;CHEMBL285063
3099;CHEMBL261720
3100;CHEMBL257543
3101;CHEMBL1232261
3102;CHEMBL332958
3103;CHEMBL24038
3104;CHEMBL483348
3105;CHEMBL206109
3106;CHEMBL203569
3107;CHEMBL380331
3108;CHEMBL203407
3109;CHEMBL523395
3110;CHEMBL1090777
3111;CHEMBL489657
3112;CHEMBL489285
3113;CHEMBL453137
3114;CHEMBL1088762
3115;CHEMBL521703
3116;CHEMBL107316
3117;CHEMBL1232445
3118;CHEMBL180071
3119;CHEMBL1160965
3120;CHEMBL296435
3121;CHEMBL180517
3122;CHEMBL382201
3123;CHEMBL135287
3124;CHEMBL289277
3125;CHEMBL485835
3126;CHEMBL607712
3127;CHEMBL298826
3128;CHEMBL1232583
3129;CHEMBL226471
3130;CHEMBL215205
3131;CHEMBL177749
3132;CHEMBL205821
3133;CHEMBL230172
3134;CHEMBL432234
3135;CHEMBL211614
3136;CHEMBL1213371
3137;CHEMBL196228
3138;CHEMBL124718
3139;CHEMBL202932
3140;CHEMBL275638
3141;CHEMBL10118
3142;CHEMBL425584
3143;CHEMBL69330
3144;CHEMBL338076
3145;CHEMBL92404
3146;CHEMBL361054
3147;CHEMBL1079087
3148;CHEMBL1092830
3149;CHEMBL478409
3150;CHEMBL259551
3151;CHEMBL31574
3152;CHEMBL177101
3153;CHEMBL402761
3154;CHEMBL521105
3155;CHEMBL273101
3156;CHEMBL220513
3157;CHEMBL213661
3158;CHEMBL522579
3159;CHEMBL1232952
3160;CHEMBL496942
3161;CHEMBL1233024
3162;CHEMBL225210
3163;CHEMBL237127
3164;CHEMBL270164
3165;CHEMBL273158
3166;CHEMBL478649
3167;CHEMBL549906
3168;CHEMBL204785
3169;CHEMBL191060
3170;CHEMBL220529
3171;CHEMBL217914
3172;CHEMBL385587
3173;CHEMBL375112
3174;CHEMBL376388
3175;CHEMBL228133
3176;CHEMBL227924
3177;CHEMBL223339
3178;CHEMBL428462
3179;CHEMBL318721
3180;CHEMBL375270
3181;CHEMBL1233202
3182;CHEMBL557915
3183;CHEMBL416301
3184;CHEMBL1233206
3185;CHEMBL561318
3186;CHEMBL406821
3187;CHEMBL383189
3188;CHEMBL211769
3189;CHEMBL472879
3190;CHEMBL327579
3191;CHEMBL316308
3192;CHEMBL471474
3193;CHEMBL293700
3194;CHEMBL251935
3195;CHEMBL574003
3196;CHEMBL269538
3197;CHEMBL45483
3198;CHEMBL254520
3199;CHEMBL1233457
3200;CHEMBL9225
3201;CHEMBL1213270
3202;CHEMBL278703
3203;CHEMBL460102
3204;CHEMBL1088751
3205;CHEMBL1090173
3206;CHEMBL516023
3207;CHEMBL401842
3208;CHEMBL227381
3209;CHEMBL82411
3210;CHEMBL275084
3211;CHEMBL383990
3212;CHEMBL207729
3213;CHEMBL363847
3214;CHEMBL188865
3215;CHEMBL462712
3216;CHEMBL552425
3217;CHEMBL182323
3218;CHEMBL368238
3219;CHEMBL157105
3220;CHEMBL371732
3221;CHEMBL202431
3222;CHEMBL24957
3223;CHEMBL477786
3224;CHEMBL590284
3225;CHEMBL27784
3226;CHEMBL290140
3227;CHEMBL391910
3228;CHEMBL1233636
3229;CHEMBL220896
3230;CHEMBL220428
3231;CHEMBL104264
3232;CHEMBL323556
3233;CHEMBL148333
3234;CHEMBL184444
3235;CHEMBL382311
3236;CHEMBL248176
3237;CHEMBL475814
3238;CHEMBL492529
3239;CHEMBL13485
3240;CHEMBL561540
3241;CHEMBL549385
3242;CHEMBL474637
3243;CHEMBL526688
3244;CHEMBL236086
3245;CHEMBL1233749
3246;CHEMBL482708
3247;CHEMBL203631
3248;CHEMBL485323
3249;CHEMBL1233772
3250;CHEMBL38851
3251;CHEMBL228369
3252;CHEMBL411930
3253;CHEMBL481931
3254;CHEMBL605003
3255;CHEMBL402262
3256;CHEMBL222501
3257;CHEMBL223026
3258;CHEMBL1233867
3259;CHEMBL513425
3260;CHEMBL1081312
3261;CHEMBL1233881
3262;CHEMBL1233882
3263;CHEMBL462228
3264;CHEMBL223873
3265;CHEMBL380648
3266;CHEMBL428496
3267;CHEMBL75691
3268;CHEMBL225664
3269;CHEMBL189938
3270;CHEMBL191598
3271;CHEMBL495758
3272;CHEMBL522891
3273;CHEMBL228224
3274;CHEMBL398428
3275;CHEMBL379300
3276;CHEMBL76029
3277;CHEMBL153057
3278;CHEMBL496102
3279;CHEMBL411879
3280;CHEMBL1233960
3281;CHEMBL455271
3282;CHEMBL395347
3283;CHEMBL237600
3284;CHEMBL425646
3285;CHEMBL484726
3286;CHEMBL436784
3287;CHEMBL365776
3288;CHEMBL195450
3289;CHEMBL195393
3290;CHEMBL384304
3291;CHEMBL379760
3292;CHEMBL425616
3293;CHEMBL380373
3294;CHEMBL55960
3295;CHEMBL450995
3296;CHEMBL493062
3297;CHEMBL501942
3298;CHEMBL452648
3299;CHEMBL1234032
3300;CHEMBL1234033
3301;CHEMBL490961
3302;CHEMBL191275
3303;CHEMBL1234085
3304;CHEMBL1234086
3305;CHEMBL1234087
3306;CHEMBL1234088
3307;CHEMBL1234089
3308;CHEMBL485945
3309;CHEMBL457047
3310;CHEMBL455946
3311;CHEMBL487738
3312;CHEMBL445420
3313;CHEMBL456163
3314;CHEMBL463580
3315;CHEMBL518383
3316;CHEMBL458926
3317;CHEMBL509730
3318;CHEMBL1187319
3319;CHEMBL445813
3320;CHEMBL550453
3321;CHEMBL1234135
3322;CHEMBL406863
3323;CHEMBL260000
3324;CHEMBL594972
3325;CHEMBL451332
3326;CHEMBL343336
3327;CHEMBL38380
3328;CHEMBL1234200
3329;CHEMBL364869
3330;CHEMBL191083
3331;CHEMBL270672
3332;CHEMBL142996
3333;CHEMBL483161
3334;CHEMBL232566
3335;CHEMBL233992
3336;CHEMBL270686
3337;CHEMBL71360
3338;CHEMBL270687
3339;CHEMBL125181
3340;CHEMBL289233
3341;CHEMBL550795
3342;CHEMBL1234416
3343;CHEMBL522806
3344;CHEMBL253359
3345;CHEMBL251932
3346;CHEMBL255069
3347;CHEMBL608393
3348;CHEMBL293034
3349;CHEMBL275339
3350;CHEMBL245549
3351;CHEMBL490867
3352;CHEMBL247484
3353;CHEMBL111077
3354;CHEMBL377956
3355;CHEMBL340813
3356;CHEMBL485961
3357;CHEMBL1234578
3358;CHEMBL205437
3359;CHEMBL121941
3360;CHEMBL410668
3361;CHEMBL204459
3362;CHEMBL380955
3363;CHEMBL1234593
3364;CHEMBL123368
3365;CHEMBL310554
3366;CHEMBL1234624
3367;CHEMBL66380
3368;CHEMBL219695
3369;CHEMBL434374
3370;CHEMBL1205452
3371;CHEMBL486146
3372;CHEMBL311932
3373;CHEMBL408500
3374;CHEMBL482193
3375;CHEMBL1234797
3376;CHEMBL74078
3377;CHEMBL1234815
3378;CHEMBL78755
3379;CHEMBL303958
3380;CHEMBL9514
3381;CHEMBL1234952
3382;CHEMBL1234956
3383;CHEMBL311228
3384;CHEMBL328560
3385;CHEMBL253951
3386;CHEMBL256315
3387;CHEMBL404508
3388;CHEMBL327127
3389;CHEMBL231095
3390;CHEMBL509485
3391;CHEMBL389767
3392;CHEMBL1235084
3393;CHEMBL372303
3394;CHEMBL559401
3395;CHEMBL494072
3396;CHEMBL257341
3397;CHEMBL438303
3398;CHEMBL230347
3399;CHEMBL1098060
3400;CHEMBL192894
3401;CHEMBL1235106
3402;CHEMBL226403
3403;CHEMBL230137
3404;CHEMBL1235110
3405;CHEMBL230354
3406;CHEMBL1235116
3407;CHEMBL1235146
3408;CHEMBL515387
3409;CHEMBL1235237
3410;CHEMBL562317
3411;CHEMBL560377
3412;CHEMBL562318
3413;CHEMBL222002
3414;CHEMBL410834
3415;CHEMBL219445
3416;CHEMBL190201
3417;CHEMBL189434
3418;CHEMBL371491
3419;CHEMBL99447
3420;CHEMBL1213271
3421;CHEMBL69863
3422;CHEMBL1204498
3423;CHEMBL11306
3424;CHEMBL301769
3425;CHEMBL218382
3426;CHEMBL1235380
3427;CHEMBL65273
3428;CHEMBL203567
3429;CHEMBL1235423
3430;CHEMBL564249
3431;CHEMBL1210221
3432;CHEMBL326564
3433;CHEMBL469912
3434;CHEMBL1206690
3435;CHEMBL1235529
3436;CHEMBL470365
3437;CHEMBL513225
3438;CHEMBL237786
3439;CHEMBL1235556
3440;CHEMBL537968
3441;CHEMBL1235570
3442;CHEMBL359482
3443;CHEMBL259420
3444;CHEMBL1221699
3445;CHEMBL518800
3446;CHEMBL375530
3447;CHEMBL219484
3448;CHEMBL1235693
3449;CHEMBL92608
3450;CHEMBL497689
3451;CHEMBL18901
3452;CHEMBL351298
3453;CHEMBL281795
3454;CHEMBL440498
3455;CHEMBL1235735
3456;CHEMBL282146
3457;CHEMBL48813
3458;CHEMBL251073
3459;CHEMBL435128
3460;CHEMBL237337
3461;CHEMBL176602
3462;CHEMBL479079
3463;CHEMBL1235837
3464;CHEMBL96741
3465;CHEMBL360520
3466;CHEMBL494708
3467;CHEMBL403350
3468;CHEMBL249530
3469;CHEMBL249736
3470;CHEMBL1185001
3471;CHEMBL287837
3472;CHEMBL526479
3473;CHEMBL1083185
3474;CHEMBL410448
3475;CHEMBL378160
3476;CHEMBL409536
3477;CHEMBL94061
3478;CHEMBL379218
3479;CHEMBL229855
3480;CHEMBL101801
3481;CHEMBL89363
3482;CHEMBL227954
3483;CHEMBL1236126
3484;CHEMBL193233
3485;CHEMBL190801
3486;CHEMBL460910
3487;CHEMBL478629
3488;CHEMBL1236215
3489;CHEMBL849
3490;CHEMBL174539
3491;CHEMBL316388
3492;CHEMBL451432
3493;CHEMBL2089125
3494;CHEMBL298827
3495;CHEMBL286497
3496;CHEMBL77562
3497;CHEMBL424278
3498;CHEMBL1231193
3499;CHEMBL46439
3500;CHEMBL1236441
3501;CHEMBL262628
3502;CHEMBL29898
3503;CHEMBL218289
3504;CHEMBL496879
3505;CHEMBL289422
3506;CHEMBL426560
3507;CHEMBL1236582
3508;CHEMBL1236594
3509;CHEMBL1236595
3510;CHEMBL1236620
3511;CHEMBL380500
3512;CHEMBL264950
3513;CHEMBL253608
3514;CHEMBL1236661
3515;CHEMBL391586
3516;CHEMBL409038
3517;CHEMBL494360
3518;CHEMBL406652
3519;CHEMBL193264
3520;CHEMBL129788
3521;CHEMBL459149
3522;CHEMBL458975
3523;CHEMBL35107
3524;CHEMBL492762
3525;CHEMBL244342
3526;CHEMBL1221657
3527;CHEMBL1236882
3528;CHEMBL559147
3529;CHEMBL364748
3530;CHEMBL6685
3531;CHEMBL16332
3532;CHEMBL476189
3533;CHEMBL113142
3534;CHEMBL392452
3535;CHEMBL10372
3536;CHEMBL431698
3537;CHEMBL562314
3538;CHEMBL68828
3539;CHEMBL562743
3540;CHEMBL539906
3541;CHEMBL570537
3542;CHEMBL271138
3543;CHEMBL7087
3544;CHEMBL1237007
3545;CHEMBL538937
